"State","Year","Population","Month","Births","BirthsPerThousandWomen"
"Massachusetts",2021,1613601.25000028,"Aug",6276,3.88943674901026
"Michigan",2021,2180561.41666691,"Aug",9459,4.33787369055558
"Minnesota",2021,1254246.83333342,"Aug",5759,4.59160019140273
"Mississippi",2021,668627.62500012,"Aug",3187,4.76647969787283
"Missouri",2021,1362729.74999975,"Aug",6235,4.57537527158348
"Montana",2021,233362.875000472,"Aug",963,4.12662039751633
"Nebraska",2021,432832.458333025,"Aug",2129,4.91876235021619
"Nevada",2021,710277.791666512,"Aug",3098,4.36167375123924
"New Hampshire",2021,290516.541666639,"Aug",1181,4.06517299574346
"New Jersey",2021,2042516.4583333,"Aug",9210,4.50914359217226
"New Mexico",2021,461463.875000321,"Aug",1863,4.03715242064984
"New York",2021,4516359.41666722,"Aug",18797,4.16198053915535
"North Carolina",2021,2399650.87500022,"Aug",10964,4.56899797975778
"North Dakota",2021,170279.166666938,"Aug",853,5.00942080406376
"Ohio",2021,2569699.79166632,"Aug",11518,4.4822356437719
"Oklahoma",2021,899470.20833372,"Aug",4317,4.79949192313695
"Oregon",2021,960328.208333242,"Aug",3677,3.8288992951502
"Pennsylvania",2021,2806788.49999977,"Aug",11785,4.1987488547858
"Rhode Island",2021,246517.500000105,"Aug",987,4.0037725516427
"South Carolina",2021,1147408.87500046,"Aug",5271,4.59382885634198
"South Dakota",2021,187424.500000818,"Aug",978,5.2181011553758
"Tennessee",2021,1581132.41666639,"Aug",7354,4.65109684836198
"Texas",2021,7087732.99999838,"Aug",33864,4.77783234780539
"Utah",2021,827754.375000161,"Aug",4153,5.01718882488443
"Vermont",2021,137146.583333346,"Aug",540,3.93739302048442
"Virginia",2021,1954610.33333307,"Aug",8525,4.36148313278528
"Washington",2021,1765397.00000033,"Aug",7587,4.29761690996337
"West Virginia",2021,367859.70833377,"Aug",1526,4.14832058371398
"Wisconsin",2021,1266870.16666655,"Aug",5438,4.29246827582082
"Wyoming",2021,123312.45833315,"Aug",561,4.54941866850436
"Alabama",2021,1137767.08333218,"Sep",5147,4.52377298957003
"Alaska",2021,159802.666667009,"Sep",831,5.20016353501539
"Arizona",2021,1611233.83333294,"Sep",7099,4.40594025096609
"Arkansas",2021,672882.249999635,"Sep",3264,4.85077441112731
"California",2021,9138473.08333156,"Sep",37438,4.09674566621927
"Colorado",2021,1365301.91666616,"Sep",5371,3.93392841131805
"Connecticut",2021,800935.749999448,"Sep",3245,4.05151099823205
"Delaware",2021,214037.25000053,"Sep",1023,4.77954187879665
"DC",2021,195406.333333178,"Sep",813,4.16056115547593
"Florida",2021,4624772.66666682,"Sep",20025,4.32994256005939
"Georgia",2021,2570077.16666558,"Sep",11145,4.33644566962927
"Hawaii",2021,297027.583332592,"Sep",1386,4.66623329877094
"Idaho",2021,427964.500000336,"Sep",1896,4.43027400636854
"Illinois",2021,2871454.50000027,"Sep",11416,3.97568549318784
"Indiana",2021,1525939.33333374,"Sep",7161,4.69284711624495
"Iowa",2021,692005.500000086,"Sep",3257,4.70660999081596
"Kansas",2021,645787.333333116,"Sep",3038,4.70433507006077
"Kentucky",2021,986578.666666488,"Sep",4721,4.78522408755462
"Louisiana",2021,1048279.4166672,"Sep",5261,5.01870008735489
"Maine",2021,280421.999999993,"Sep",1103,3.93335758250076
"Maryland",2021,1393455.99999961,"Sep",5997,4.30368809636019
"Massachusetts",2021,1613346.50000031,"Sep",6200,3.84294384374268
"Michigan",2021,2179868.83333363,"Sep",9133,4.1897016280714
"Minnesota",2021,1254309.33333344,"Sep",5599,4.46381115981985
"Mississippi",2021,668446.583333477,"Sep",3173,4.74682656641996
"Missouri",2021,1363044.16666636,"Sep",6041,4.43199138203619
"Montana",2021,233849.083333885,"Sep",972,4.15652687683278
"Nebraska",2021,432936.916666294,"Sep",2112,4.87830886832854
"Nevada",2021,710868.249999813,"Sep",2914,4.09921247713731
"New Hampshire",2021,290502.74999996,"Sep",1104,3.80030825870032
"New Jersey",2021,2042087.9166666,"Sep",9024,4.41900660904468
"New Mexico",2021,461545.750000393,"Sep",1910,4.13826798318124
"New York",2021,4510043.16666725,"Sep",18305,4.05871946754042
"North Carolina",2021,2402019.08333356,"Sep",10758,4.47873211109959
"North Dakota",2021,170363.666666995,"Sep",860,5.04802471574538
"Ohio",2021,2569083.24999958,"Sep",11444,4.45450726441109
"Oklahoma",2021,900285.75000045,"Sep",4245,4.71516960031621
"Oregon",2021,960353.416666567,"Sep",3550,3.69655580788396
"Pennsylvania",2021,2806849.99999973,"Sep",11555,4.1167144663951
"Rhode Island",2021,246450.000000143,"Sep",938,3.80604585108321
"South Carolina",2021,1148703.08333388,"Sep",5129,4.46503545991546
"South Dakota",2021,187692.000000985,"Sep",1022,5.44509089356306
"Tennessee",2021,1582279.49999967,"Sep",7425,4.69259697796851
"Texas",2021,7096645.66666478,"Sep",33904,4.77746834103018
"Utah",2021,829061.416666883,"Sep",4015,4.84282577778339
"Vermont",2021,137195.833333357,"Sep",469,3.41847116348226
"Virginia",2021,1954697.9999997,"Sep",8590,4.39454074235577
"Washington",2021,1766169.33333373,"Sep",7313,4.14059958010727
"West Virginia",2021,367697.416667199,"Sep",1507,4.0984786177162
"Wisconsin",2021,1266819.66666653,"Sep",5376,4.24369793227652
"Wyoming",2021,123385.249999787,"Sep",514,4.16581398506617
"Alabama",2021,1138127.45833206,"Oct",4968,4.36506470661966
"Alaska",2021,159792.66666709,"Oct",739,4.62474289599048
"Arizona",2021,1613317.74999954,"Oct",7054,4.37235628257486
"Arkansas",2021,673244.374999583,"Oct",3110,4.61942218232708
"California",2021,9132450.12499789,"Oct",37057,4.05772815540108
"Colorado",2021,1366130.04166607,"Oct",5287,3.87005617236278
"Connecticut",2021,801394.124999344,"Oct",2990,3.73099815275342
"Delaware",2021,214207.375000619,"Oct",942,4.39760769206605
"DC",2021,195602.499999858,"Oct",751,3.83941923032961
"Florida",2021,4629871.0000002,"Oct",19529,4.21804408805324
"Georgia",2021,2571782.91666549,"Oct",10711,4.16481497353113
"Hawaii",2021,296865.374999138,"Oct",1332,4.48688231156587
"Idaho",2021,428883.916667064,"Oct",1848,4.30885824388368
"Illinois",2021,2869094.916667,"Oct",11092,3.86602755299761
"Indiana",2021,1526345.16666713,"Oct",7002,4.58742894655297
"Iowa",2021,692198.416666772,"Oct",3143,4.54060558984644
"Kansas",2021,645872.999999746,"Oct",2937,4.5473336089311
"Kentucky",2021,986487.666666466,"Oct",4463,4.52413157387091
"Louisiana",2021,1047586.95833393,"Oct",4893,4.67073397685456
"Maine",2021,280642.499999993,"Oct",979,3.48842388447945
"Maryland",2021,1393041.66666622,"Oct",5953,4.27338258606903
"Massachusetts",2021,1613091.75000034,"Oct",5900,3.65757248463936
"Michigan",2021,2179176.25000035,"Oct",8607,3.94965758276717
"Minnesota",2021,1254371.83333346,"Oct",5411,4.31371293280751
"Mississippi",2021,668265.541666834,"Oct",3120,4.66880275199867
"Missouri",2021,1363358.58333296,"Oct",5913,4.33708348800259
"Montana",2021,234335.291667296,"Oct",901,3.84491808122192
"Nebraska",2021,433041.374999564,"Oct",2067,4.77321595425398
"Nevada",2021,711458.708333113,"Oct",2967,4.17030526894727
"New Hampshire",2021,290488.958333281,"Oct",1095,3.76950644280151
"New Jersey",2021,2041659.3749999,"Oct",8783,4.30189291492388
"New Mexico",2021,461627.625000465,"Oct",1818,3.93823918141417
"New York",2021,4503726.91666728,"Oct",18229,4.04753670399921
"North Carolina",2021,2404387.29166688,"Oct",10281,4.27593343037199
"North Dakota",2021,170448.166667052,"Oct",830,4.86951556141577
"Ohio",2021,2568466.70833285,"Oct",11010,4.28660413011404
"Oklahoma",2021,901101.291667179,"Oct",4068,4.51447582820968
"Oregon",2021,960378.624999891,"Oct",3515,3.66001481967635
"Pennsylvania",2021,2806911.4999997,"Oct",11285,4.02043313442594
"Rhode Island",2021,246382.500000181,"Oct",897,3.64068064898823
"South Carolina",2021,1149997.2916673,"Oct",4811,4.18348811328493
"South Dakota",2021,187959.500001151,"Oct",940,5.00107735971975
"Tennessee",2021,1583426.58333296,"Oct",6947,4.3873205572798
"Texas",2021,7105558.33333116,"Oct",32661,4.59654237821001
"Utah",2021,830368.458333602,"Oct",3838,4.62204454116931
"Vermont",2021,137245.083333369,"Oct",427,3.11122256352758
"Virginia",2021,1954785.66666632,"Oct",8092,4.13958427155856
"Washington",2021,1766941.66666714,"Oct",7044,3.98654926355696
"West Virginia",2021,367535.125000628,"Oct",1476,4.01594269390572
"Wisconsin",2021,1266769.16666652,"Oct",5207,4.11045685118949
"Wyoming",2021,123458.041666424,"Oct",494,4.00135943622657
"Alabama",2021,1138487.83333193,"Nov",4900,4.30395464627804
"Alaska",2021,159782.666667171,"Nov",704,4.40598479600069
"Arizona",2021,1615401.66666613,"Nov",6681,4.13581348704949
"Arkansas",2021,673606.49999953,"Nov",2960,4.39425688440071
"California",2021,9126427.16666422,"Nov",35439,3.88311870054108
"Colorado",2021,1366958.16666598,"Nov",4983,3.6453200408858
"Connecticut",2021,801852.49999924,"Nov",2850,3.55426964435816
"Delaware",2021,214377.500000708,"Nov",854,3.9836270130829
"DC",2021,195798.666666537,"Nov",809,4.13179524545895
"Florida",2021,4634969.33333358,"Nov",18398,3.96938980106859
"Georgia",2021,2573488.6666654,"Nov",10200,3.96349132293505
"Hawaii",2021,296703.166665684,"Nov",1258,4.23992778417992
"Idaho",2021,429803.333333792,"Nov",1819,4.23216820095561
"Illinois",2021,2866735.33333373,"Nov",10416,3.63340133945579
"Indiana",2021,1526751.00000051,"Nov",6593,4.31832040719003
"Iowa",2021,692391.333333458,"Nov",3002,4.33569840562147
"Kansas",2021,645958.666666375,"Nov",2884,4.46468195075634
"Kentucky",2021,986396.666666445,"Nov",4204,4.26197709508441
"Louisiana",2021,1046894.50000066,"Nov",4858,4.64039117599429
"Maine",2021,280862.999999993,"Nov",992,3.53197110334941
"Maryland",2021,1392627.33333283,"Nov",5529,3.97019350953569
"Massachusetts",2021,1612837.00000037,"Nov",5620,3.48454307533788
"Michigan",2021,2178483.66666707,"Nov",8417,3.86369662935203
"Minnesota",2021,1254434.33333347,"Nov",5226,4.16602117873534
"Mississippi",2021,668084.500000191,"Nov",2889,4.32430328798104
"Missouri",2021,1363672.99999957,"Nov",5537,4.06035757839434
"Montana",2021,234821.500000708,"Nov",854,3.63680497738676
"Nebraska",2021,433145.833332833,"Nov",1926,4.4465393680009
"Nevada",2021,712049.166666413,"Nov",2812,3.94916549536163
"New Hampshire",2021,290475.166666602,"Nov",1021,3.51493042147686
"New Jersey",2021,2041230.8333332,"Nov",8297,4.06470442465908
"New Mexico",2021,461709.500000537,"Nov",1793,3.88339421215703
"New York",2021,4497410.66666732,"Nov",17155,3.81441706605642
"North Carolina",2021,2406755.50000021,"Nov",9958,4.13752040869923
"North Dakota",2021,170532.666667109,"Nov",821,4.81432687382204
"Ohio",2021,2567850.16666612,"Nov",10375,4.040344773492
"Oklahoma",2021,901916.833333907,"Nov",3994,4.42834622038964
"Oregon",2021,960403.833333216,"Nov",3330,3.46729145014214
"Pennsylvania",2021,2806972.99999966,"Nov",10752,3.83046078462504
"Rhode Island",2021,246315.000000219,"Nov",837,3.398087814381
"South Carolina",2021,1151291.50000071,"Nov",4834,4.19876286761173
"South Dakota",2021,188227.000001317,"Nov",917,4.87177716264715
"Tennessee",2021,1584573.66666624,"Nov",6675,4.21248954240382
"Texas",2021,7114470.99999754,"Nov",32111,4.51347682772354
"Utah",2021,831675.500000321,"Nov",3656,4.39594529356533
"Vermont",2021,137294.333333381,"Nov",390,2.84061250403536
"Virginia",2021,1954873.33333294,"Nov",7683,3.93017791434136
"Washington",2021,1767714.00000055,"Nov",6672,3.77436621534815
"West Virginia",2021,367372.833334058,"Nov",1369,3.72645954132146
"Wisconsin",2021,1266718.6666665,"Nov",4983,3.93378587615927
"Wyoming",2021,123530.833333061,"Nov",493,3.99090645386309
"Alabama",2021,1138848.20833181,"Dec",5058,4.44132937383199
"Alaska",2021,159772.666667251,"Dec",720,4.50640284736249
"Arizona",2021,1617485.58333273,"Dec",6949,4.29617430387356
"Arkansas",2021,673968.624999478,"Dec",3176,4.71238553575466
"California",2021,9120404.20833053,"Dec",36641,4.01747544988547
"Colorado",2021,1367786.29166589,"Dec",5038,3.68332394519322
"Connecticut",2021,802310.874999138,"Dec",2901,3.61580540710372
"Delaware",2021,214547.625000798,"Dec",881,4.10631439055419
"DC",2021,195994.833333218,"Dec",706,3.60213577058792
"Florida",2021,4640067.66666698,"Dec",19229,4.14412059939041
"Georgia",2021,2575194.41666532,"Dec",10910,4.23657333574357
"Hawaii",2021,296540.95833223,"Dec",1310,4.41760223399676
"Idaho",2021,430722.750000523,"Dec",1850,4.29510630677798
"Illinois",2021,2864375.75000045,"Dec",10738,3.74880984102673
"Indiana",2021,1527156.8333339,"Dec",6728,4.4055724030074
"Iowa",2021,692584.250000145,"Dec",2969,4.28684308082285
"Kansas",2021,646044.333333006,"Dec",2991,4.62971323433663
"Kentucky",2021,986305.666666423,"Dec",4302,4.36173099820076
"Louisiana",2021,1046202.04166738,"Dec",4966,4.74669308815862
"Maine",2021,281083.499999993,"Dec",903,3.21256850722302
"Maryland",2021,1392212.99999944,"Dec",5636,4.04823112555497
"Massachusetts",2021,1612582.25000039,"Dec",5486,3.40199701441502
"Michigan",2021,2177791.08333379,"Dec",8677,3.98431239176402
"Minnesota",2021,1254496.83333349,"Dec",5174,4.12436274251205
"Mississippi",2021,667903.458333548,"Dec",2988,4.47370044685082
"Missouri",2021,1363987.41666618,"Dec",5714,4.18918820671089
"Montana",2021,235307.708334121,"Dec",972,4.13076140548624
"Nebraska",2021,433250.291666103,"Dec",2021,4.66474007952323
"Nevada",2021,712639.624999714,"Dec",2883,4.04552300891373
"New Hampshire",2021,290461.374999923,"Dec",947,3.26033022463056
"New Jersey",2021,2040802.2916665,"Dec",8444,4.13758845454094
"New Mexico",2021,461791.375000609,"Dec",1863,4.03428929350952
"New York",2021,4491094.41666734,"Dec",17593,3.9173079805913
"North Carolina",2021,2409123.70833354,"Dec",10503,4.35967649302045
"North Dakota",2021,170617.166667167,"Dec",872,5.11085734825889
"Ohio",2021,2567233.62499938,"Dec",10755,4.18933434622748
"Oklahoma",2021,902732.375000638,"Dec",4219,4.67358889172111
"Oregon",2021,960429.041666541,"Dec",3330,3.46720044431577
"Pennsylvania",2021,2807034.49999963,"Dec",10815,3.85282047655682
"Rhode Island",2021,246247.500000257,"Dec",848,3.44368978364903
"South Carolina",2021,1152585.70833413,"Dec",4822,4.18363681341268
"South Dakota",2021,188494.500001484,"Dec",878,4.65796084232213
"Tennessee",2021,1585720.74999952,"Dec",7136,4.50016183492721
"Texas",2021,7123383.66666394,"Dec",33363,4.68358880571496
"Utah",2021,832982.541667043,"Dec",3758,4.51149911555065
"Vermont",2021,137343.583333392,"Dec",423,3.0798672186468
"Virginia",2021,1954960.99999956,"Dec",8049,4.11721768362735
"Washington",2021,1768486.33333395,"Dec",6892,3.89711804388513
"West Virginia",2021,367210.541667487,"Dec",1464,3.98681365015296
"Wisconsin",2021,1266668.16666649,"Dec",5069,4.00183736624579
"Wyoming",2021,123603.624999698,"Dec",526,4.25553862195614
"Alabama",2022,1139208.58333169,"Jan",4808,4.22047381870904
"Alaska",2022,159762.666667332,"Jan",734,4.59431490041651
"Arizona",2022,1619569.49999932,"Jan",6575,4.0597208085252
"Arkansas",2022,674330.749999425,"Jan",2822,4.18488998166316
"California",2022,9114381.24999686,"Jan",34502,3.78544621446594
"Colorado",2022,1368614.41666579,"Jan",4888,3.57149533168597
"Connecticut",2022,802769.249999034,"Jan",2694,3.35588339987268
"Delaware",2022,214717.750000887,"Jan",894,4.16360547740607
"DC",2022,196190.999999897,"Jan",706,3.59853408158565
"Florida",2022,4645166.00000036,"Jan",18496,3.98177374070132
"Georgia",2022,2576900.16666523,"Jan",10401,4.03624483965165
"Hawaii",2022,296378.749998777,"Jan",1360,4.58872304443424
"Idaho",2022,431642.16666725,"Jan",1786,4.13768657911685
"Illinois",2022,2862016.16666718,"Jan",10117,3.53492063316374
"Indiana",2022,1527562.66666729,"Jan",6218,4.07053676793891
"Iowa",2022,692777.16666683,"Jan",2930,4.2293541718431
"Kansas",2022,646129.999999636,"Jan",2805,4.34123164069395
"Kentucky",2022,986214.666666402,"Jan",4278,4.3377979912431
"Louisiana",2022,1045509.58333411,"Jan",4564,4.365335404622
"Maine",2022,281303.999999993,"Jan",871,3.09629440036409
"Maryland",2022,1391798.66666605,"Jan",5595,4.01997798532341
"Massachusetts",2022,1612327.50000042,"Jan",5293,3.28283180681258
"Michigan",2022,2177098.50000051,"Jan",7901,3.62914218166894
"Minnesota",2022,1254559.33333351,"Jan",4905,3.909739356023
"Mississippi",2022,667722.416666905,"Jan",2853,4.27273359226342
"Missouri",2022,1364301.83333278,"Jan",5443,3.98958637085723
"Montana",2022,235793.916667533,"Jan",842,3.57091485607414
"Nebraska",2022,433354.749999373,"Jan",1857,4.28517282896446
"Nevada",2022,713230.083333014,"Jan",2759,3.86831692110748
"New Hampshire",2022,290447.583333244,"Jan",883,3.04013546908013
"New Jersey",2022,2040373.7499998,"Jan",8154,3.99632665338926
"New Mexico",2022,461873.250000681,"Jan",1728,3.74128616454287
"New York",2022,4484778.16666738,"Jan",16623,3.70653784473636
"North Carolina",2022,2411491.91666687,"Jan",10022,4.15593348280937
"North Dakota",2022,170701.666667224,"Jan",787,4.61038263635836
"Ohio",2022,2566617.08333265,"Jan",10002,3.89695839903505
"Oklahoma",2022,903547.916667366,"Jan",3962,4.38493623516214
"Oregon",2022,960454.249999865,"Jan",3139,3.26824520793202
"Pennsylvania",2022,2807095.99999959,"Jan",10351,3.68744068603336
"Rhode Island",2022,246180.000000295,"Jan",829,3.36745470793325
"South Carolina",2022,1153879.91666755,"Jan",4671,4.04808154863293
"South Dakota",2022,188762.00000165,"Jan",861,4.56129941403712
"Tennessee",2022,1586867.8333328,"Jan",6853,4.31857011406366
"Texas",2022,7132296.33333032,"Jan",31375,4.39900398604862
"Utah",2022,834289.583333762,"Jan",3553,4.25871312668494
"Vermont",2022,137392.833333404,"Jan",452,3.28983680613934
"Virginia",2022,1955048.66666618,"Jan",7600,3.88737126066523
"Washington",2022,1769258.66666736,"Jan",6625,3.74450617358234
"West Virginia",2022,367048.250000916,"Jan",1328,3.61805293989737
"Wisconsin",2022,1266617.66666647,"Jan",4718,3.72488093618415
"Wyoming",2022,123676.416666335,"Jan",430,3.47681483334119
"Alabama",2022,1139568.95833156,"Feb",4383,3.8461911128372
"Alaska",2022,159752.666667413,"Feb",720,4.50696701983047
"Arizona",2022,1621653.41666592,"Feb",6007,3.70424403776132
"Arkansas",2022,674692.874999373,"Feb",2775,4.1129825181607
"California",2022,9108358.29166319,"Feb",31954,3.50820630642596
"Colorado",2022,1369442.5416657,"Feb",4630,3.38093776053457
"Connecticut",2022,803227.62499893,"Feb",2576,3.20706101213019
"Delaware",2022,214887.875000976,"Feb",812,3.77871482975161
"DC",2022,196387.166666577,"Feb",609,3.10101729322237
"Florida",2022,4650264.33333374,"Feb",17037,3.66366270361803
"Georgia",2022,2578605.91666514,"Feb",9586,3.71751260556998
"Hawaii",2022,296216.541665323,"Feb",1273,4.29753177470516
"Idaho",2022,432561.583333978,"Feb",1648,3.80986214101123
"Illinois",2022,2859656.58333391,"Feb",9603,3.35809553355684
"Indiana",2022,1527968.50000067,"Feb",5974,3.90976646442474
"Iowa",2022,692970.083333516,"Feb",2736,3.94822239199496
"Kansas",2022,646215.666666265,"Feb",2545,3.93831367959445
"Kentucky",2022,986123.66666638,"Feb",4022,4.07859595703294
"Louisiana",2022,1044817.12500084,"Feb",4366,4.17872170691736
"Maine",2022,281524.499999993,"Feb",884,3.1400464257996
"Maryland",2022,1391384.33333266,"Feb",5220,3.75165931867077
"Massachusetts",2022,1612072.75000045,"Feb",5016,3.11152210717451
"Michigan",2022,2176405.91666722,"Feb",7683,3.53013192123882
"Minnesota",2022,1254621.83333353,"Feb",4915,3.91751511843282
"Mississippi",2022,667541.375000262,"Feb",2656,3.97877959249935
"Missouri",2022,1364616.24999939,"Feb",5041,3.69407882985583
"Montana",2022,236280.125000944,"Feb",832,3.52124411647689
"Nebraska",2022,433459.208332642,"Feb",1845,4.25645588911823
"Nevada",2022,713820.541666314,"Feb",2496,3.49667718187745
"New Hampshire",2022,290433.791666565,"Feb",895,3.08159734053093
"New Jersey",2022,2039945.2083331,"Feb",7739,3.79372934546795
"New Mexico",2022,461955.125000753,"Feb",1580,3.42024563532534
"New York",2022,4478461.91666742,"Feb",15595,3.48222230984266
"North Carolina",2022,2413860.1250002,"Feb",9218,3.81877968177598
"North Dakota",2022,170786.166667281,"Feb",693,4.05770568848282
"Ohio",2022,2566000.54166592,"Feb",9472,3.6913476229629
"Oklahoma",2022,904363.458334095,"Feb",3588,3.96743142033775
"Oregon",2022,960479.45833319,"Feb",2998,3.1213577489754
"Pennsylvania",2022,2807157.49999955,"Feb",9701,3.45580894552641
"Rhode Island",2022,246112.500000333,"Feb",784,3.18553507033954
"South Carolina",2022,1155174.12500096,"Feb",4344,3.76047204138716
"South Dakota",2022,189029.500001816,"Feb",764,4.04169719537248
"Tennessee",2022,1588014.91666609,"Feb",6029,3.79656383370593
"Texas",2022,7141208.9999967,"Feb",28856,4.04077236781802
"Utah",2022,835596.62500048,"Feb",3404,4.07373593687988
"Vermont",2022,137442.083333415,"Feb",359,2.61200930088578
"Virginia",2022,1955136.33333281,"Feb",7316,3.74193854171225
"Washington",2022,1770031.00000077,"Feb",6283,3.54965534501784
"West Virginia",2022,366885.958334346,"Feb",1294,3.52698153364803
"Wisconsin",2022,1266567.16666646,"Feb",4480,3.53711995534444
"Wyoming",2022,123749.208332972,"Feb",491,3.96770215029469
"Alabama",2022,1139929.33333144,"Mar",4806,4.21605081953149
"Alaska",2022,159742.666667494,"Mar",833,5.21463687427918
"Arizona",2022,1623737.33333252,"Mar",6484,3.99325670900995
"Arkansas",2022,675054.999999321,"Mar",2995,4.43667553014645
"California",2022,9102335.33332951,"Mar",35395,3.88856251762074
"Colorado",2022,1370270.66666561,"Mar",5274,3.84887462623253
"Connecticut",2022,803685.999998827,"Mar",3007,3.74151098812769
"Delaware",2022,215058.000001066,"Mar",941,4.37556380137142
"DC",2022,196583.333333257,"Mar",673,3.42348452734342
"Florida",2022,4655362.66666714,"Mar",18842,4.04737532800841
"Georgia",2022,2580311.66666506,"Mar",10675,4.13709713361757
"Hawaii",2022,296054.333331869,"Mar",1357,4.58361809715124
"Idaho",2022,433481.000000709,"Mar",1894,4.36928031447031
"Illinois",2022,2857297.00000063,"Mar",10681,3.73814832689694
"Indiana",2022,1528374.33333406,"Mar",6790,4.44262891093441
"Iowa",2022,693163.000000203,"Mar",3156,4.55304163666999
"Kansas",2022,646301.333332896,"Mar",2872,4.4437476017409
"Kentucky",2022,986032.666666359,"Mar",4395,4.45725598002639
"Louisiana",2022,1044124.66666757,"Mar",4468,4.27918249863791
"Maine",2022,281744.999999994,"Mar",1025,3.63804149141962
"Maryland",2022,1390969.99999927,"Mar",5802,4.1711898890724
"Massachusetts",2022,1611818.00000048,"Mar",5798,3.59718032681003
"Michigan",2022,2175713.33333394,"Mar",8738,4.01615408892603
"Minnesota",2022,1254684.33333355,"Mar",5355,4.26800579056599
"Mississippi",2022,667360.333333619,"Mar",2824,4.23159702329545
"Missouri",2022,1364930.666666,"Mar",5779,4.23391468968595
"Montana",2022,236766.333334357,"Mar",947,3.99972405985045
"Nebraska",2022,433563.666665912,"Mar",2054,4.73748184619616
"Nevada",2022,714410.999999616,"Mar",2647,3.70515011667153
"New Hampshire",2022,290419.999999886,"Mar",984,3.38819640520759
"New Jersey",2022,2039516.6666664,"Mar",8661,4.24659437285034
"New Mexico",2022,462037.000000826,"Mar",1812,3.92176384141695
"New York",2022,4472145.66666744,"Mar",17147,3.83417743473853
"North Carolina",2022,2416228.33333353,"Mar",10218,4.22890496690054
"North Dakota",2022,170870.666667338,"Mar",793,4.640937004968
"Ohio",2022,2565383.99999918,"Mar",10885,4.24302950357665
"Oklahoma",2022,905179.000000826,"Mar",4039,4.46210086623344
"Oregon",2022,960504.666666515,"Mar",3373,3.51169558780613
"Pennsylvania",2022,2807218.99999952,"Mar",10794,3.84508654294583
"Rhode Island",2022,246045.000000371,"Mar",848,3.4465240098304
"South Carolina",2022,1156468.33333438,"Mar",4835,4.18083215997752
"South Dakota",2022,189297.000001982,"Mar",996,5.26157308351199
"Tennessee",2022,1589161.99999937,"Mar",6898,4.34065249483862
"Texas",2022,7150121.6666631,"Mar",32268,4.5129301995583
"Utah",2022,836903.666667203,"Mar",4032,4.81775879421895
"Vermont",2022,137491.333333427,"Mar",469,3.41112409509215
"Virginia",2022,1955223.99999943,"Mar",7808,3.99340433628182
"Washington",2022,1770803.33333417,"Mar",7044,3.97785562484634
"West Virginia",2022,366723.666667775,"Mar",1406,3.83394944966487
"Wisconsin",2022,1266516.66666644,"Mar",5116,4.03942572146773
"Wyoming",2022,123821.999999609,"Mar",526,4.24803346741015
"Alabama",2022,1140289.70833131,"Apr",4456,3.90777884553641
"Alaska",2022,159732.666667574,"Apr",779,4.87689848452356
"Arizona",2022,1625821.24999911,"Apr",5957,3.66399442743368
"Arkansas",2022,675417.124999268,"Apr",2722,4.03010213873826
"California",2022,9096312.37499584,"Apr",32572,3.58079171616123
"Colorado",2022,1371098.79166552,"Apr",5081,3.70578694320629
"Connecticut",2022,804144.374998723,"Apr",2881,3.58268998648977
"Delaware",2022,215228.125001155,"Apr",801,3.7216325700728
"DC",2022,196779.499999937,"Apr",633,3.21679849781203
"Florida",2022,4660461.00000052,"Apr",17107,3.67066691471039
"Georgia",2022,2582017.41666497,"Apr",9618,3.72499423819649
"Hawaii",2022,295892.124998415,"Apr",1208,4.0825689430108
"Idaho",2022,434400.416667437,"Apr",1835,4.22421325945647
"Illinois",2022,2854937.41666736,"Apr",10166,3.56084863389651
"Indiana",2022,1528780.16666745,"Apr",6360,4.16017955927831
"Iowa",2022,693355.916666888,"Apr",2976,4.29216788731864
"Kansas",2022,646386.999999525,"Apr",2629,4.06722288660188
"Kentucky",2022,985941.666666338,"Apr",4118,4.17671768951987
"Louisiana",2022,1043432.2083343,"Apr",4154,3.98109236692178
"Maine",2022,281965.499999994,"Apr",973,3.45077677942876
"Maryland",2022,1390555.66666588,"Apr",5465,3.93008358529318
"Massachusetts",2022,1611563.2500005,"Apr",5567,3.45440987190435
"Michigan",2022,2175020.75000066,"Apr",8341,3.83490594285018
"Minnesota",2022,1254746.83333356,"Apr",5209,4.1514350637259
"Mississippi",2022,667179.291666976,"Apr",2566,3.84604263359065
"Missouri",2022,1365245.0833326,"Apr",5457,3.99708452835391
"Montana",2022,237252.541667769,"Apr",891,3.75549190637414
"Nebraska",2022,433668.124999182,"Apr",1920,4.42734867821707
"Nevada",2022,715001.458332915,"Apr",2632,3.68111137302674
"New Hampshire",2022,290406.208333206,"Apr",967,3.32981862044245
"New Jersey",2022,2039088.1249997,"Apr",8192,4.01748207915301
"New Mexico",2022,462118.875000898,"Apr",1699,3.67654318382191
"New York",2022,4465829.41666747,"Apr",16680,3.73502846699574
"North Carolina",2022,2418596.54166686,"Apr",9550,3.9485709317265
"North Dakota",2022,170955.166667395,"Apr",780,4.56259974591785
"Ohio",2022,2564767.45833245,"Apr",10230,3.98866570408348
"Oklahoma",2022,905994.541667554,"Apr",3735,4.12254139315833
"Oregon",2022,960529.874999839,"Apr",3173,3.30338501964921
"Pennsylvania",2022,2807280.49999948,"Apr",10599,3.7755400644866
"Rhode Island",2022,245977.500000409,"Apr",797,3.24013375206543
"South Carolina",2022,1157762.5416678,"Apr",4583,3.95849739049081
