"State","Year","Month","Population","AbortionsPerThousandWomen","TreatedOriginal","Tau"
"South Dakota",2022,10,191169.500003146,0,"Ban",-0.150886460673385
"Tennessee",2022,10,1597191.58333235,0,"Ban",-0.713182535372659
"Texas",2022,10,7212510.33332779,0,"Ban",-0.404819907576292
"Utah",2022,10,846052.958334241,0.330948550255389,"Neighbor",-0.0766080566618421
"Vermont",2022,10,137836.083333508,0.798049373862748,"Control",-0.0665195129268606
"Virginia",2022,10,1955837.66666579,1.23732150231338,"Neighbor",0.0706076996130107
"Washington",2022,10,1776209.66666802,1.12599319637292,"Neighbor",0.0911089939993461
"West Virginia",2022,10,365587.625001781,0,"Ban",-0.557325520795587
"Wisconsin",2022,10,1266163.16666634,0,"Ban",-0.448475421219512
"Wyoming",2022,10,124331.541666068,0.321720453748034,"Neighbor",-0.0341492400479636
"Alabama",2022,11,1142812.33333045,0,"Ban",-0.472788701563471
"Alaska",2022,11,159662.66666814,0.939480738548458,"Control",0.0147549322103628
"Arizona",2022,11,1640408.66666528,0.481587311780032,"Control",-0.0473207370680887
"Arkansas",2022,11,677951.999998901,0,"Ban",-0.39416679194235
"California",2022,11,9054151.66666013,1.43580541596951,"Control",-0.0970480080011982
"Colorado",2022,11,1376895.66666487,1.43075473886249,"Neighbor",0.139948988782713
"Connecticut",2022,11,807352.999997998,1.1023678613967,"Control",-0.16863212315466
"Delaware",2022,11,216419.000001781,1.38619991774073,"Control",0.144279180651981
"DC",2022,11,198152.666666696,4.18868952894843,"Control",-0.180406519925558
"Florida",2022,11,4696149.33333422,1.46715947704077,"Neighbor",0.0628132240103287
"Georgia",2022,11,2593957.66666436,1.09870721354712,"Ban",-0.589398751603645
"Hawaii",2022,11,294756.666664239,0.949936105495967,"Control",0.0313435494790786
"Idaho",2022,11,440836.333334537,0,"Ban",-0.511230708957939
"Illinois",2022,11,2838420.33333445,2.27943688396543,"Neighbor",0.121113001435485
"Indiana",2022,11,1531621.00000115,0.437445033725378,"Neighbor",-0.129410159413478
"Iowa",2022,11,694706.33333369,0.503810003171345,"Neighbor",-0.055629655563226
"Kansas",2022,11,646986.666665935,1.74655840409067,"Neighbor",0.299468104347887
"Kentucky",2022,11,985304.666666187,0,"Ban",-0.308405218418733
"Louisiana",2022,11,1038585.00000139,0,"Ban",-0.552962522761686
"Maine",2022,11,283508.999999995,0.670172728202645,"Control",-0.0936112968302264
"Maryland",2022,11,1387655.33333216,2.26280973709801,"Neighbor",0.187083377830345
"Massachusetts",2022,11,1609780.0000007,1.01256072258277,"Control",-0.0428353850836858
"Michigan",2022,11,2170172.6666677,1.3178674876555,"Neighbor",0.0015573991207305
"Minnesota",2022,11,1255184.33333369,1.02773749300538,"Neighbor",0.219740231369903
"Mississippi",2022,11,665912.000000476,0,"Ban",-0.676493177798621
"Missouri",2022,11,1367445.99999885,0,"Ban",-0.00732179144079784
"Montana",2022,11,240656.000001653,0.789508676279398,"Neighbor",0.074017261661648
"Nebraska",2022,11,434399.333332069,0.460405863116539,"Neighbor",-0.0192013707727356
"Nevada",2022,11,719134.666666017,1.98850099471581,"Neighbor",0.215817617558176
"New Hampshire",2022,11,290309.666666453,0.688919533050847,"Control",-0.09080184848456
"New Jersey",2022,11,2036088.33333279,2.39675259668726,"Control",-0.0737277984331968
"New Mexico",2022,11,462692.000001403,3.91188955070438,"Neighbor",0.909612634207109
"New York",2022,11,4421615.6666677,1.94725201127416,"Control",-0.262734363320897
"North Carolina",2022,11,2435174.00000017,1.49475971737533,"Neighbor",0.135422579973821
"North Dakota",2022,11,171546.666667795,0,"Neighbor",-0.727076412667943
"Ohio",2022,11,2560451.66666532,0.5897397008734,"Neighbor",-0.136268713205386
"Oklahoma",2022,11,911703.333334658,0,"Ban",-0.0702066082098349
"Oregon",2022,11,960706.333333112,0.988855768967436,"Neighbor",0.0654305804147295
"Pennsylvania",2022,11,2807710.99999923,0.890405031002368,"Neighbor",-0.14634402477823
"Rhode Island",2022,11,245505.000000675,0.814647359522005,"Control",-0.179572744432939
"South Carolina",2022,11,1166822.00000172,0.642771562413885,"Neighbor",0.194997795030694
"South Dakota",2022,11,191437.000003312,0,"Ban",-0.153264342633894
"Tennessee",2022,11,1598338.66666563,0,"Ban",-0.66864446655228
"Texas",2022,11,7221422.99999416,0.00138476862524299,"Ban",-0.373000877620246
"Utah",2022,11,847360.00000096,0.377643504531294,"Neighbor",-0.0363758520525416
"Vermont",2022,11,137885.33333352,0.870288355540625,"Control",0.00939538030316767
"Virginia",2022,11,1955925.33333241,1.21681536582231,"Neighbor",-0.0198552870262863
"Washington",2022,11,1776982.00000143,1.02983598032987,"Neighbor",-0.0157961551860324
"West Virginia",2022,11,365425.33333521,0,"Ban",-0.584899713550211
"Wisconsin",2022,11,1266112.66666632,0,"Ban",-0.420142545124023
"Wyoming",2022,11,124404.333332705,0.321532208150858,"Neighbor",-0.0689338674520991
"Alabama",2022,12,1143172.70833032,0,"Ban",-0.420769016959004
"Alaska",2022,12,159652.66666822,1.00217555609329,"Control",0.0615642428588592
"Arizona",2022,12,1642492.58333188,0.499241219303765,"Control",-0.0388284413713131
"Arkansas",2022,12,678314.12499885,0,"Ban",-0.329361580449303
"California",2022,12,9048128.70832644,1.68653657479001,"Control",0.114397268667802
"Colorado",2022,12,1377723.79166478,1.54602832068843,"Neighbor",0.20615785212363
"Connecticut",2022,12,807811.374997895,1.20077536665354,"Control",-0.115113190602476
"Delaware",2022,12,216589.12500187,1.47745183419175,"Control",0.214419452649529
"DC",2022,12,198348.833333377,4.28537937791323,"Control",-0.194122521027658
"Florida",2022,12,4701247.66666762,1.71231140556058,"Neighbor",0.240334707377112
"Georgia",2022,12,2595663.41666428,0.993965544005544,"Ban",-0.734597958554129
"Hawaii",2022,12,294594.458330785,0.916514185398664,"Control",-0.0160326393933516
"Idaho",2022,12,441755.750001267,0,"Ban",-0.498371901887053
"Illinois",2022,12,2836060.75000118,2.59162290511476,"Neighbor",0.303149447322145
"Indiana",2022,12,1532026.83333454,0.359001544903033,"Neighbor",-0.209259534069707
"Iowa",2022,12,694899.250000377,0.532451287002827,"Neighbor",-0.0428241540316693
"Kansas",2022,12,647072.333332565,2.02450318537529,"Neighbor",0.596933936537489
"Kentucky",2022,12,985213.666666166,0,"Ban",-0.265098331341411
"Louisiana",2022,12,1037892.54166812,0,"Ban",-0.406061981931125
"Maine",2022,12,283729.499999995,0.704896741438601,"Control",-0.0764472119104501
"Maryland",2022,12,1387240.99999877,2.61670466775651,"Neighbor",0.524333547222266
"Massachusetts",2022,12,1609525.25000072,1.11834219438259,"Control",0.0373854662109803
"Michigan",2022,12,2169480.08333441,1.39203859173409,"Neighbor",-0.0139097362480711
"Minnesota",2022,12,1255246.83333371,0.979886957159927,"Neighbor",0.121695165437953
"Mississippi",2022,12,665730.958333832,0,"Ban",-0.780490501090574
"Missouri",2022,12,1367760.41666546,0,"Ban",-0.00732073426575552
"Montana",2022,12,241142.208335066,0.704978200099195,"Neighbor",0.0125980870970892
"Nebraska",2022,12,434503.791665338,0.39125090105298,"Neighbor",-0.113759453143112
"Nevada",2022,12,719725.124999319,2.19528253929095,"Neighbor",0.295420627174677
"New Hampshire",2022,12,290295.874999774,0.826742715514599,"Control",0.0231539269632905
"New Jersey",2022,12,2035659.79166609,2.56919158172275,"Control",0.0327755218820025
"New Mexico",2022,12,462773.875001475,4.1705033586735,"Neighbor",0.895883705681184
"New York",2022,12,4415299.41666772,2.31014910596891,"Control",0.0404198201850785
"North Carolina",2022,12,2437542.2083335,1.64509971818767,"Neighbor",0.474789457958583
"North Dakota",2022,12,171631.166667852,0,"Neighbor",-0.800176472943222
"Ohio",2022,12,2559835.12499858,0.726609296761264,"Neighbor",0.0374906270772636
"Oklahoma",2022,12,912518.875001388,0,"Ban",0
"Oregon",2022,12,960731.541666437,1.05128223254553,"Neighbor",0.0717399269346204
"Pennsylvania",2022,12,2807772.49999919,1.10051651264513,"Neighbor",0.013031436954787
"Rhode Island",2022,12,245437.500000713,0.937102113569979,"Control",-0.0692112695538775
"South Carolina",2022,12,1168116.20833514,0.7276673279035,"Neighbor",0.35251513374085
"South Dakota",2022,12,191704.500003479,0,"Ban",-0.127950385159276
"Tennessee",2022,12,1599485.74999891,0,"Ban",-0.603977206846951
"Texas",2022,12,7230335.66666057,0,"Ban",-0.341295271437159
"Utah",2022,12,848667.041667682,0.400628259737623,"Neighbor",0.0132012534265085
"Vermont",2022,12,137934.583333532,0.869977616199666,"Control",-0.0176977019671162
"Virginia",2022,12,1956012.99999903,1.23209815067752,"Neighbor",-0.0914408426772277
"Washington",2022,12,1777754.33333484,1.0968894652289,"Neighbor",0.0277503210809533
"West Virginia",2022,12,365263.041668639,0,"Ban",-0.577446383158971
"Wisconsin",2022,12,1266062.1666663,0,"Ban",-0.375737670949625
"Wyoming",2022,12,124477.124999342,0.401680228397501,"Neighbor",-0.0352162026593597
"Alabama",2023,1,1143533.0833302,0,"Ban",-0.417746400743574
"Alaska",2023,1,159642.666668301,0.87695854073201,"Control",-0.0432116918426901
"Arizona",2023,1,1644576.49999848,0.681026391901525,"Control",0.110816773719832
"Arkansas",2023,1,678676.249998797,0,"Ban",-0.32852818763036
"California",2023,1,9042105.74999277,1.74185089573992,"Control",0.1470840311925
"Colorado",2023,1,1378551.91666469,1.69017936273106,"Neighbor",0.346361460260622
"Connecticut",2023,1,808269.749997791,1.37330390009404,"Control",0.0473423761852174
"Delaware",2023,1,216759.250001959,1.19948744977504,"Control",-0.0315261808772069
"DC",2023,1,198545.000000057,4.63371024200931,"Control",0.0787136739687773
"Florida",2023,1,4706346.000001,1.47672950522518,"Neighbor",0.00151337146546204
"Georgia",2023,1,2597369.16666419,1.08571397404464,"Ban",-0.641414044165717
"Hawaii",2023,1,294432.249997331,1.0189101227964,"Control",0.0892523927639024
"Idaho",2023,1,442675.166667995,0,"Ban",-0.486749661899119
"Illinois",2023,1,2833701.1666679,2.80904708429789,"Neighbor",0.515075072698982
"Indiana",2023,1,1532432.66666792,0.33280418193442,"Neighbor",-0.234257177278001
"Iowa",2023,1,695092.166667063,0.53230350986997,"Neighbor",-0.0432704134989217
"Kansas",2023,1,647157.999999195,2.56506139150264,"Neighbor",1.1392086985213
"Kentucky",2023,1,985122.666666145,0,"Ban",-0.26513865460864
"Louisiana",2023,1,1037200.08333485,0,"Ban",-0.400910725579295
"Maine",2023,1,283949.999999995,0.845219228737469,"Control",0.0483180913845558
"Maryland",2023,1,1386826.66666538,2.6463292697021,"Neighbor",0.553404490214061
"Massachusetts",2023,1,1609270.50000075,1.13094722111612,"Control",0.0434499084222049
"Michigan",2023,1,2168787.50000113,1.37865051324689,"Neighbor",-0.0307580782160519
"Minnesota",2023,1,1255309.33333373,0.979838170033747,"Neighbor",0.119651577564397
"Mississippi",2023,1,665549.91666719,0,"Ban",-0.785083047739902
"Missouri",2023,1,1368074.83333206,0,"Ban",-0.00732064129623527
"Montana",2023,1,241628.416668478,0.869103075273332,"Neighbor",0.1766275691664
"Nebraska",2023,1,434608.249998608,0.736295272814138,"Neighbor",0.230800346383424
"Nevada",2023,1,720315.583332619,2.16571741066949,"Neighbor",0.263809049336674
"New Hampshire",2023,1,290282.083333095,0.757883495508583,"Control",-0.0456114542818354
"New Jersey",2023,1,2035231.24999939,2.57955944809789,"Control",0.0381076070943416
"New Mexico",2023,1,462855.750001547,4.47223568032391,"Neighbor",1.18680095922177
"New York",2023,1,4408983.16666776,2.18417708482162,"Control",-0.0947628771669096
"North Carolina",2023,1,2439910.41666683,1.82383745304845,"Neighbor",0.661797980222111
"North Dakota",2023,1,171715.666667909,0,"Neighbor",-0.806606555450918
"Ohio",2023,1,2559218.58333185,0.761951328698659,"Neighbor",0.0749906897900994
"Oklahoma",2023,1,913334.416668117,0,"Ban",0
"Oregon",2023,1,960756.749999761,1.09288849649015,"Neighbor",0.114097771073643
"Pennsylvania",2023,1,2807833.99999915,1.01857873364339,"Neighbor",-0.0685025721172781
"Rhode Island",2023,1,245370.000000751,1.01886946244135,"Control",-0.00695509325328625
"South Carolina",2023,1,1169410.41666856,0.846580452755274,"Neighbor",0.476072695378736
"South Dakota",2023,1,191972.000003645,0,"Ban",-0.129723286054796
"Tennessee",2023,1,1600632.8333322,0,"Ban",-0.60162688823879
"Texas",2023,1,7239248.33332694,0.00138135888417635,"Ban",-0.337672254150792
"Utah",2023,1,849974.083334401,0.423542325652731,"Neighbor",0.0505344780929985
"Vermont",2023,1,137983.833333543,0.942139356903904,"Control",0.0421570234439577
"Virginia",2023,1,1956100.66666565,1.58478551376613,"Neighbor",0.256712645136256
"Washington",2023,1,1778526.66666824,1.1526394506304,"Neighbor",0.0943471037516346
"West Virginia",2023,1,365100.750002069,0,"Ban",-0.581621173489927
"Wisconsin",2023,1,1266011.66666629,0,"Ban",-0.374429602712037
"Wyoming",2023,1,124549.916665979,0.401445471329308,"Neighbor",-0.0374943819707203
"Alabama",2023,2,1143893.45833008,0,"Ban",-0.487455655090551
"Alaska",2023,2,159632.666668382,0.814369656995456,"Control",-0.082186279893005
"Arizona",2023,2,1646660.41666507,0.60121685684594,"Control",0.0391053075295746
"Arkansas",2023,2,679038.374998744,0,"Ban",-0.389198042227716
"California",2023,2,9036082.7916591,1.54159720768144,"Control",0.000922290118194002
"Colorado",2023,2,1379380.0416646,1.50792380429828,"Neighbor",0.239643042584103
"Connecticut",2023,2,808728.124997687,1.21177929851618,"Control",-0.0553348378862741
"Delaware",2023,2,216929.375002049,1.01415495249513,"Control",-0.182097302382877
"DC",2023,2,198741.166666736,4.42786975018441,"Control",0.00721569910255493
"Florida",2023,2,4711444.33333438,1.4581515802688,"Neighbor",0.0674027095507808
"Georgia",2023,2,2599074.9166641,0.992660882323243,"Ban",-0.714048804667995
"Hawaii",2023,2,294270.041663877,0.883542199980311,"Control",-0.0156464772537201
"Idaho",2023,2,443594.583334723,0,"Ban",-0.506490264284258
"Illinois",2023,2,2831341.58333463,2.61360199121033,"Neighbor",0.475615595942988
"Indiana",2023,2,1532838.50000131,0.450145269706764,"Neighbor",-0.126470211746837
"Iowa",2023,2,695285.083333749,0.431477687629313,"Neighbor",-0.128424456407995
"Kansas",2023,2,647243.666665825,2.41022057123571,"Neighbor",0.953011050192191
"Kentucky",2023,2,985031.666666123,0,"Ban",-0.300350892261184
"Louisiana",2023,2,1036507.62500158,0,"Ban",-0.567555504495882
"Maine",2023,2,284170.499999995,0.738992963731294,"Control",-0.0360647733651005
"Maryland",2023,2,1386412.333332,2.64712013285385,"Neighbor",0.572809378224151
"Massachusetts",2023,2,1609015.75000078,0.975751791117794,"Control",-0.0790419138351974
"Michigan",2023,2,2168094.91666785,1.34680450452222,"Neighbor",0.0419114735339285
"Minnesota",2023,2,1255371.83333374,0.876234411822718,"Neighbor",0.075083431367848
"Mississippi",2023,2,665368.875000547,0,"Ban",-0.658666008861495
"Missouri",2023,2,1368389.24999867,0,"Ban",-0.00732233951979549
"Montana",2023,2,242114.625001889,0.702146762091193,"Neighbor",-0.0084608142919882
"Nebraska",2023,2,434712.708331877,0.644103553067136,"Neighbor",0.163800065607693
"Nevada",2023,2,720906.041665918,2.01135781391045,"Neighbor",0.298201314748455
"New Hampshire",2023,2,290268.291666416,0.792370391817794,"Control",0.0107556226970044
"New Jersey",2023,2,2034802.70833269,2.43266827772999,"Control",-0.0184320160498035
"New Mexico",2023,2,462937.625001619,3.97461753080356,"Neighbor",1.00942169701243
"New York",2023,2,4402666.9166678,2.01014525230044,"Control",-0.211068753078138
"North Carolina",2023,2,2442278.62500015,1.66647652660832,"Neighbor",0.275344313233354
"North Dakota",2023,2,171800.166667966,0,"Neighbor",-0.689166278197299
"Ohio",2023,2,2558602.04166511,0.750409781878577,"Neighbor",0.0138850286871643
"Oklahoma",2023,2,914149.958334845,0,"Ban",-0.170388533599675
"Oregon",2023,2,960781.958333086,0.915920612754595,"Neighbor",0.0150132160501921
"Pennsylvania",2023,2,2807895.49999912,1.05773167128226,"Neighbor",0.00872068459303943
"Rhode Island",2023,2,245302.500000789,0.937617839195523,"Control",-0.0887841869389581
"South Carolina",2023,2,1170704.62500197,0.854186426399669,"Neighbor",0.382570413304903
"South Dakota",2023,2,192239.500003811,0,"Ban",-0.134690877514047
"Tennessee",2023,2,1601779.91666548,0,"Ban",-0.675723780791875
"Texas",2023,2,7248160.99999332,0,"Ban",-0.386243409670169
"Utah",2023,2,851281.12500112,0.399398024946874,"Neighbor",-0.00436512295420194
"Vermont",2023,2,138033.083333555,0.724464002288144,"Control",-0.129802772702497
"Virginia",2023,2,1956188.33333228,1.46202691799522,"Neighbor",0.245777672790034
"Washington",2023,2,1779299.00000165,1.06783626585427,"Neighbor",0.0412063933897293
"West Virginia",2023,2,364938.458335498,0,"Ban",-0.5504783946822
"Wisconsin",2023,2,1265961.16666627,0,"Ban",-0.422579708275259
"Wyoming",2023,2,124622.708332616,0.32096879080208,"Neighbor",-0.0615933300758278
"Alabama",2023,3,1144253.83332995,0,"Ban",-0.375904891177669
"Alaska",2023,3,159622.666668463,0.877068419679901,"Control",-0.0490389813885658
"Arizona",2023,3,1648744.33333167,0.764217941209768,"Control",0.161575702868343
"Arkansas",2023,3,679400.499998693,0,"Ban",-0.254539494562636
"California",2023,3,9030059.83332542,1.78182651023196,"Control",0.126890214814062
"Colorado",2023,3,1380208.16666451,1.73162285061377,"Neighbor",0.3565163565661
"Connecticut",2023,3,809186.499997584,1.49532895074697,"Control",0.115293624142033
"Delaware",2023,3,217099.500002138,1.24366937739304,"Control",0.00771521507486295
"DC",2023,3,198937.333333417,5.52937943606801,"Control",0.768551567737035
"Florida",2023,3,4716542.66666777,1.66859510370127,"Neighbor",0.133834306250862
"Georgia",2023,3,2600780.66666402,1.23808979406566,"Ban",-0.54981203458864
"Hawaii",2023,3,294107.833330423,0.952031766136016,"Control",0.0107050198741259
"Idaho",2023,3,444514.000001454,0,"Ban",-0.461726520760003
"Illinois",2023,3,2828982.00000136,3.02935826385459,"Neighbor",0.615312995434686
"Indiana",2023,3,1533244.33333469,0.476114591868279,"Neighbor",-0.101632338852726
"Iowa",2023,3,695478.000000435,0.560765401637084,"Neighbor",-0.0321812466907623
"Kansas",2023,3,647329.333332455,2.62617482703648,"Neighbor",1.21168194984267
"Kentucky",2023,3,984940.666666102,0,"Ban",-0.211241440068955
"Louisiana",2023,3,1035815.16666831,0,"Ban",-0.257516890215703
"Maine",2023,3,284390.999999995,0.914234276049538,"Control",0.0908967815405141
"Maryland",2023,3,1385997.99999861,2.64069645122409,"Neighbor",0.531300466895435
"Massachusetts",2023,3,1608761.00000081,1.24940870645111,"Control",0.126316759891589
"Michigan",2023,3,2167402.33333457,1.5548566817381,"Neighbor",0.0603132014593375
"Minnesota",2023,3,1255434.33333376,1.12311728504015,"Neighbor",0.215684138328753
"Mississippi",2023,3,665187.833333903,0,"Ban",-0.879545908165755
"Missouri",2023,3,1368703.66666528,0,"Ban",-0.00732002616027635
"Montana",2023,3,242600.833335302,0.78317950267466,"Neighbor",0.120017806684218
"Nebraska",2023,3,434817.166665147,0.574954300717674,"Neighbor",0.0416336942943777
"Nevada",2023,3,721496.49999922,2.21761297525592,"Neighbor",0.135486224226415
"New Hampshire",2023,3,290254.499999737,0.93021813615377,"Control",0.0978760800578053
"New Jersey",2023,3,2034374.16666598,2.78709791586286,"Control",0.164814333473491
"New Mexico",2023,3,463019.500001691,4.62183558142191,"Neighbor",1.07999185236731
"New York",2023,3,4396350.66666782,2.50207520601112,"Control",0.141735185970584
"North Carolina",2023,3,2444646.83333349,1.91029638159719,"Neighbor",0.920525618461503
"North Dakota",2023,3,171884.666668023,0,"Neighbor",-0.849129511850556
"Ohio",2023,3,2557985.49999838,0.824867850111479,"Neighbor",0.16747066391338
"Oklahoma",2023,3,914965.500001576,0,"Ban",0
"Oregon",2023,3,960807.166666411,1.19691030614396,"Neighbor",0.133473038520126
"Pennsylvania",2023,3,2807956.99999908,1.23577390964361,"Neighbor",0.0828910829190885
"Rhode Island",2023,3,245235.000000827,1.22331641078552,"Control",0.165244202270713
"South Carolina",2023,3,1171998.83333539,0.930035055494013,"Neighbor",0.61477265560771
"South Dakota",2023,3,192507.000003978,0,"Ban",-0.0851752208778294
"Tennessee",2023,3,1602926.99999876,0,"Ban",-0.539119803719557
"Texas",2023,3,7257073.66665972,0.00137796589360003,"Ban",-0.313437854328787
"Utah",2023,3,852588.166667842,0.469159690033365,"Neighbor",0.135823074561246
"Vermont",2023,3,138082.333333567,1.01388784951802,"Control",0.0716441813188484
"Virginia",2023,3,1956275.9999989,1.57441996937126,"Neighbor",0.1726455666501
"Washington",2023,3,1780071.33333506,1.16849249861409,"Neighbor",0.082137570482645
"West Virginia",2023,3,364776.166668927,0,"Ban",-0.541267830979579
"Wisconsin",2023,3,1265910.66666626,0,"Ban",-0.32922773311619
"Wyoming",2023,3,124695.499999253,0.400976779437105,"Neighbor",-0.0801885468613278
"Alabama",2023,4,1144614.20832983,0,"Ban",-0.417361429577741
"Alaska",2023,4,159612.666668543,0.877123369479995,"Control",-0.0431900464642955
"Arizona",2023,4,1650828.24999826,0.678447318793568,"Ban",0.108658216507658
"Arkansas",2023,4,679762.62499864,0,"Ban",-0.328063355072626
"California",2023,4,9024036.87499175,1.74533861266102,"Neighbor",0.150812079368622
"Colorado",2023,4,1381036.29166441,1.68713886381067,"Neighbor",0.34295233946648
"Connecticut",2023,4,809644.87499748,1.37097143979755,"Control",0.0453028544993932
"Delaware",2023,4,217269.625002228,1.1966698059949,"Control",-0.0343668565318624
"DC",2023,4,199133.500000096,4.6200162202721,"Control",0.0650708828490059
"Florida",2023,4,4721641.00000116,1.47194587644387,"Neighbor",-0.00376728165947471
"Georgia",2023,4,2602486.41666393,1.08357914260121,"Ban",-0.643829224401081
"Hawaii",2023,4,293945.62499697,1.02059692163506,"Control",0.0909027594115883
"Idaho",2023,4,445433.416668182,0,"Ban",-0.486853348047671
"Illinois",2023,4,2826622.41666809,2.81608182014736,"Neighbor",0.521157025349002
"Indiana",2023,4,1533650.16666808,0.332539982770645,"Neighbor",-0.234525331193872
"Iowa",2023,4,695670.916667121,0.531860670232741,"Neighbor",-0.0438273167973467
"Kansas",2023,4,647414.999999085,2.56404315624807,"Neighbor",1.13833785930325
"Kentucky",2023,4,984849.66666608,0,"Ban",-0.264831030507182
"Louisiana",2023,4,1035122.70833503,0,"Ban",-0.399840623850497
"Maine",2023,4,284611.499999995,0.843254752531095,"Control",0.0464042525215419
"Maryland",2023,4,1385583.66666522,2.64870327811589,"Neighbor",0.555657400376561
"Massachusetts",2023,4,1608506.25000083,1.13148456836836,"Control",0.0439800907733587
"Michigan",2023,4,2166709.75000129,1.37997255977558,"Neighbor",-0.0300905997512868
"Minnesota",2023,4,1255496.83333378,0.979691837799323,"Neighbor",0.119138420557907
"Mississippi",2023,4,665006.79166726,0,"Ban",-0.785845379658311
"Missouri",2023,4,1369018.08333188,0,"Ban",-0.00732063331386634
"Montana",2023,4,243087.041668714,0.863888089461363,"Neighbor",0.171576379268201
"Nebraska",2023,4,434921.624998417,0.735764748421431,"Neighbor",0.230086816701627
"Nevada",2023,4,722086.95833252,2.1604046188598,"Neighbor",0.258939486551105
"New Hampshire",2023,4,290240.708333058,0.757991534900558,"Control",-0.0455386643571488
"New Jersey",2023,4,2033945.62499928,2.58118994700355,"Control",0.0398646714302835
"New Mexico",2023,4,463101.375001763,4.46986364484908,"Neighbor",1.18243866729374
"New York",2023,4,4390034.41666786,2.19360467048671,"Control",-0.0856939514626482
"North Carolina",2023,4,2447015.04166682,1.81854215206165,"Neighbor",0.657887917606583
"North Dakota",2023,4,171969.16666808,0,"Neighbor",-0.807158516958626
"Ohio",2023,4,2557368.95833165,0.762502412351217,"Neighbor",0.0758148488328484
"Oklahoma",2023,4,915781.041668304,0,"Ban",0
"Oregon",2023,4,960832.374999735,1.09280247764371,"Neighbor",0.114147444142306
"Pennsylvania",2023,4,2808018.49999904,1.01851180823808,"Neighbor",-0.0689280989193668
"Rhode Island",2023,4,245167.500000865,1.01971101389506,"Control",-0.00634696148697977
"South Carolina",2023,4,1173293.04166881,0.843778974936981,"Neighbor",0.473810790585132
"South Dakota",2023,4,192774.500004144,0,"Ban",-0.129552276683225
"Tennessee",2023,4,1604074.08333205,0,"Ban",-0.601155401370559
"Texas",2023,4,7265986.3333261,0.00137627564122081,"Ban",-0.33743084716343
"Utah",2023,4,853895.208334561,0.421597400343943,"Neighbor",0.048471062820142
"Vermont",2023,4,138131.583333578,0.941131614238136,"Control",0.0411346552719095
"Virginia",2023,4,1956363.66666552,1.58457246616307,"Neighbor",0.255859314397249
"Washington",2023,4,1780843.66666846,1.15113978748908,"Neighbor",0.0928505569442293
"West Virginia",2023,4,364613.875002357,0,"Ban",-0.581589207166781
"Wisconsin",2023,4,1265860.16666624,0,"Ban",-0.374107387452099
"Wyoming",2023,4,124768.29166589,0.400742843653676,"Neighbor",-0.0385373232354236
"Alabama",2023,5,1144974.5833297,0,"Ban",-0.327094075342162
"Alaska",2023,5,159602.666668624,1.00248951561819,"Control",0.0515772182553451
"Arizona",2023,5,1652912.16666486,0.695741747923846,"Control",0.0963911908411644
"Arkansas",2023,5,680124.749998587,0,"Ban",-0.238737091717474
"California",2023,5,9018013.91665808,1.72432645854272,"Control",0.0729162085537955
"Colorado",2023,5,1381864.41666432,1.72954739349119,"Neighbor",0.291572335592587
"Connecticut",2023,5,810103.249997376,1.55535729551027,"Control",0.167947901422266
"Delaware",2023,5,217439.750002317,1.19573353076993,"Control",-0.0595807042023415
"DC",2023,5,199329.666666776,5.11715098437985,"Control",0.454063910703082
"Florida",2023,5,4726739.33333454,1.45766447314101,"Neighbor",-0.12996032980234
"Georgia",2023,5,2604192.16666385,0.929270900580348,"Ban",-0.838477214710581
"Hawaii",2023,5,293783.416663516,1.02116042970391,"Control",0.062182310524084
"Idaho",2023,5,446352.833334909,0,"Ban",-0.46810467886713
"Illinois",2023,5,2824262.83333482,2.81843456849979,"Neighbor",0.313945636638353
"Indiana",2023,5,1534056.00000147,0.417194678681475,"Neighbor",-0.142203066460343
"Iowa",2023,5,695863.833333806,0.373636317258175,"Neighbor",-0.224627419561681
"Kansas",2023,5,647500.666665715,2.79536391726134,"Neighbor",1.40812534587824
"Kentucky",2023,5,984758.666666059,0,"Ban",-0.209848453453012
"Louisiana",2023,5,1034430.25000176,0,"Ban",-0.171625695707203
"Maine",2023,5,284831.999999995,0.772385125266837,"Control",-0.0302395129243568
"Maryland",2023,5,1385169.33333183,2.81554024201439,"Neighbor",0.6968728804705
"Massachusetts",2023,5,1608251.50000086,1.11922793170038,"Control",0.00927174865504021
"Michigan",2023,5,2166017.16666801,1.38503057416433,"Neighbor",-0.166788815458695
"Minnesota",2023,5,1255559.3333338,1.10707631499121,"Neighbor",0.166693083480104
"Mississippi",2023,5,664825.750000618,0,"Ban",-0.954868312170954
"Missouri",2023,5,1369332.49999849,0,"Ban",-0.00731855005790146
"Montana",2023,5,243573.250002126,0.780052817780039,"Neighbor",0.116500614957698
"Nebraska",2023,5,435026.083331686,0.413768293205442,"Neighbor",-0.128170165534019
"Nevada",2023,5,722677.41666582,1.96491542042559,"Neighbor",-0.127898218769235
"New Hampshire",2023,5,290226.916666379,0.895850746672386,"Control",0.0638083687397129
"New Jersey",2023,5,2033517.08333258,2.89154197335962,"Control",0.255921361791867
"New Mexico",2023,5,463183.250001835,4.0156892547229,"Neighbor",0.29519281416341
"New York",2023,5,4383718.16666789,2.36557178306979,"Control",0.049811387439004
"North Carolina",2023,5,2449383.25000014,1.83719718014718,"Neighbor",0.983156357812467
"North Dakota",2023,5,172053.666668137,0,"Ban",-0.951220859663993
