"State","Year","Month","Population","AbortionsPerThousandWomen","TreatedOriginal","Tau"
"Louisiana",2022,7,1041354.83333448,0.297689116213502,"Ban",-0.335347384250536
"Maine",2022,7,282626.999999994,0.849175768769456,"Control",0.0527655177698527
"Maryland",2022,7,1389312.66666572,2.00098945809791,"Neighbor",-0.0657798340387301
"Massachusetts",2022,7,1610799.00000059,1.0740011633974,"Control",0.00503235088838139
"Michigan",2022,7,2172943.00000082,1.39442221908207,"Neighbor",0.128196349213218
"Minnesota",2022,7,1254934.33333362,0.924351154628599,"Neighbor",0.144620059128099
"Mississippi",2022,7,666636.166667047,0,"Ban",-0.616155382923349
"Missouri",2022,7,1366188.33333242,0,"Ban",-0.00732258342446538
"Montana",2022,7,238711.166668005,0.670266088651499,"Neighbor",-0.0543272255703332
"Nebraska",2022,7,433981.49999899,0.483891594458493,"Neighbor",0.0165636125922488
"Nevada",2022,7,716772.833332816,1.72997628025927,"Control",-0.0278805074632691
"New Hampshire",2022,7,290364.833333169,0.723228076862333,"Control",-0.0550600138713657
"New Jersey",2022,7,2037802.49999959,2.32603503038246,"Control",-0.115865922664296
"New Mexico",2022,7,462364.500001114,3.15768187219495,"Neighbor",0.308738278919389
"New York",2022,7,4446880.66666757,2.34321556638681,"Control",0.0647368787044718
"North Carolina",2022,7,2425701.16666685,1.58716995024176,"Neighbor",0.118458007215277
"North Dakota",2022,7,171208.666667566,0.584082581486186,"Neighbor",-0.0882248469677599
"Ohio",2022,7,2562917.83333225,0.316046027486904,"Ban",-0.433406758574551
"Oklahoma",2022,7,908441.166667742,0,"Ban",-0.172536004640078
"Oregon",2022,7,960605.499999813,0.905678761989359,"Control",-0.015607420255652
"Pennsylvania",2022,7,2807464.99999937,1.18256149230738,"Neighbor",0.165043678042037
"Rhode Island",2022,7,245775.000000523,1.13925338215605,"Control",0.0624164471587323
"South Carolina",2022,7,1161645.16666805,0.15495265263858,"Ban",-0.340502691722331
"South Dakota",2022,7,190367.000002647,0,"Ban",-0.156794792617448
"Tennessee",2022,7,1593750.3333325,0.175686237765062,"Ban",-0.528526767827097
"Texas",2022,7,7185772.33332863,0.00974147200229683,"Ban",-0.386854466706415
"Utah",2022,7,842131.833334081,0.32061488393218,"Control",-0.070311431623641
"Vermont",2022,7,137688.333333474,0.871533535883295,"Control",0.00164092949251737
"Virginia",2022,7,1955574.66666592,1.36532756611749,"Neighbor",0.181749532906712
"Washington",2022,7,1773892.6666678,0.986530940052487,"Control",-0.0412992982067161
"West Virginia",2022,7,366074.500001493,0.16390106385382,"Ban",-0.407940944776383
"Wisconsin",2022,7,1266314.66666638,0,"Ban",-0.443386044038667
"Wyoming",2022,7,124113.166666157,0.402858144249041,"Neighbor",0.0393034775169035
"Alabama",2022,8,1141731.20833082,0,"Ban",-0.437920170667641
"Alaska",2022,8,159692.666667897,1.00192453002705,"Control",0.0747470080920114
"Arizona",2022,8,1634156.91666549,0.440594163667687,"Control",-0.117282977436831
"Arkansas",2022,8,676865.624999059,0,"Ban",-0.331184982549979
"California",2022,8,9072220.54166115,1.60159245834863,"Control",0.0133816457331133
"Colorado",2022,8,1374411.29166515,1.61523702072499,"Neighbor",0.298851932390373
"Connecticut",2022,8,805977.874998308,1.15387782822444,"Control",-0.158818996431311
"Delaware",2022,8,215908.625001513,1.15789723545434,"Control",-0.0681364898670354
"DC",2022,8,197564.166666657,4.96041370525213,"Control",0.332291341200711
"Florida",2022,8,4680854.33333406,1.55740800308296,"Neighbor",0.103128772948769
"Georgia",2022,8,2588840.41666462,0.745507520500838,"Ban",-0.994953203143304
"Hawaii",2022,8,295243.2916646,1.01611114788953,"Control",0.0864963279560718
"Idaho",2022,8,438078.083334351,0.456539616129017,"Control",-0.0285977664997218
"Illinois",2022,8,2845499.08333427,2.58302666236936,"Neighbor",0.323708434444549
"Indiana",2022,8,1530403.50000099,0.692627793911419,"Neighbor",0.116289405607421
"Iowa",2022,8,694127.583333632,0.403384056076933,"Neighbor",-0.170813727443091
"Kansas",2022,8,646729.666666045,1.97918862543994,"Neighbor",0.541302175949038
"Kentucky",2022,8,985577.666666252,0,"Ban",-0.262336067699248
"Louisiana",2022,8,1040662.37500121,0,"Ban",-0.431937929397636
"Maine",2022,8,282847.499999994,0.848513775090835,"Control",0.046355149305965
"Maryland",2022,8,1388898.33333233,2.13118550794009,"Control",0.0415462669907627
"Massachusetts",2022,8,1610544.25000061,1.0803801261588,"Control",-0.0126478864446533
"Michigan",2022,8,2172250.41666754,1.4501090554893,"Neighbor",0.0620629025380073
"Minnesota",2022,8,1254996.83333364,0.972114006661934,"Neighbor",0.12432786950323
"Mississippi",2022,8,666455.125000405,0,"Ban",-0.755868201724763
"Missouri",2022,8,1366502.74999903,0,"Ban",-0.0073212930559405
"Montana",2022,8,239197.375001417,0.919742534794527,"Neighbor",0.229328925568846
"Nebraska",2022,8,434085.95833226,0.598959710650188,"Neighbor",0.0957164755983118
"Nevada",2022,8,717363.291666116,2.16069043120403,"Control",0.229651043848625
"New Hampshire",2022,8,290351.04166649,0.826585634487491,"Control",0.0186401629560392
"New Jersey",2022,8,2037373.95833289,2.57193824362401,"Control",0.0326890244330205
"New Mexico",2022,8,462446.375001186,3.30849171430109,"Neighbor",0.0902757535869054
"New York",2022,8,4440564.41666761,2.5762490815492,"Control",0.252185516338289
"North Carolina",2022,8,2428069.37500018,1.77507283950636,"Neighbor",0.560519888119459
"North Dakota",2022,8,171293.166667623,0,"Neighbor",-0.76152765867473
"Ohio",2022,8,2562301.29166552,0.30441384958792,"Ban",-0.39696449006504
"Oklahoma",2022,8,909256.70833447,0,"Ban",-0.0566270486333145
"Oregon",2022,8,960630.708333138,1.11385154640396,"Control",0.110951308313866
"Pennsylvania",2022,8,2807526.49999934,1.10417479585704,"Neighbor",0.0110772641796038
"Rhode Island",2022,8,245707.500000561,1.18026515266867,"Control",0.123801262642741
"South Carolina",2022,8,1162939.37500147,0.309560418830556,"Ban",-0.0923664689609313
"South Dakota",2022,8,190634.500002813,0,"Ban",-0.114676147315467
"Tennessee",2022,8,1594897.41666578,0.156749893370972,"Ban",-0.459169259396374
"Texas",2022,8,7194684.99999501,0,"Ban",-0.354331093673861
"Utah",2022,8,843438.8750008,0.367542935461335,"Control",-0.016840801061199
"Vermont",2022,8,137737.583333485,0.943823732446712,"Control",0.0333130212601414
"Virginia",2022,8,1955662.33333254,1.22209236188914,"Neighbor",-0.0762291444137824
"Washington",2022,8,1774665.00000121,1.10443379454639,"Control",0.0372235548871682
"West Virginia",2022,8,365912.208334922,0.437263355404504,"Neighbor",-0.111928106683735
"Wisconsin",2022,8,1266264.16666637,0,"Ban",-0.381899475600193
"Wyoming",2022,8,124185.958332794,0.322097606983938,"Neighbor",-0.103852366245734
"Alabama",2022,9,1142091.5833307,0,"Ban",-0.506312412695938
"Alaska",2022,9,159682.666667978,1.00198727475338,"Control",0.0836601799268162
"Arizona",2022,9,1636240.83333209,0.372805755469246,"Control",-0.160918706612229
"Arkansas",2022,9,677227.749999007,0,"Ban",-0.427209335996814
"California",2022,9,9066197.58332746,1.40632275910763,"Control",-0.135479381082583
"Colorado",2022,9,1375239.41666506,1.45429223142104,"Neighbor",0.198367133949587
"Connecticut",2022,9,806436.249998206,1.06642031530938,"Control",-0.200417201044908
"Delaware",2022,9,216078.750001602,1.24954443691477,"Control",0.0268985035139422
"DC",2022,9,197760.333333337,4.34869817169259,"Control",-0.141352192082447
"Florida",2022,9,4685952.66666746,1.44901164885835,"Neighbor",0.086196422193004
"Georgia",2022,9,2590546.16666454,0.853101955270493,"Ban",-0.820192551973431
"Hawaii",2022,9,295081.083331146,0.948891731178099,"Control",0.0355940588834994
"Idaho",2022,9,438997.500001081,0,"Ban",-0.502695192569223
"Illinois",2022,9,2843139.50000099,2.36358434047913,"Neighbor",0.282996228151429
"Indiana",2022,9,1530809.33333438,0.463806944822771,"Neighbor",-0.105953388370746
"Iowa",2022,9,694320.500000319,0.460882258265244,"Neighbor",-0.0902010778103041
"Kansas",2022,9,646815.333332676,1.7779417721511,"Neighbor",0.316539459295035
"Kentucky",2022,9,985486.66666623,0,"Ban",-0.328709979054614
"Louisiana",2022,9,1039969.91666794,0,"Ban",-0.637565569343072
"Maine",2022,9,283067.999999995,0.777198411689079,"Control",-0.0060101615222391
"Maryland",2022,9,1388483.99999894,2.18223616548863,"Control",0.116006608601416
"Massachusetts",2022,9,1610289.50000064,1.05571078989171,"Control",-0.0138242174263832
"Michigan",2022,9,2171557.83333426,1.36768174183959,"Neighbor",0.10393892978599
"Minnesota",2022,9,1255059.33333365,0.972065596898491,"Neighbor",0.193674336923238
"Mississippi",2022,9,666274.083333761,0,"Ban",-0.613786147845636
"Missouri",2022,9,1366817.16666564,0,"Ban",-0.00732256654184769
"Montana",2022,9,239683.58333483,0.709268434803546,"Neighbor",-0.016839172481083
"Nebraska",2022,9,434190.41666553,0.529721502759874,"Neighbor",0.0635362713465539
"Nevada",2022,9,717953.749999418,1.97784328029647,"Neighbor",0.179263030640174
"New Hampshire",2022,9,290337.249999811,0.757739490885661,"Control",-0.0292457377963942
"New Jersey",2022,9,2036945.41666619,2.22882751931099,"Control",-0.242943698905739
"New Mexico",2022,9,462528.250001259,3.65383087410423,"Neighbor",0.812164156307197
"New York",2022,9,4434248.16666763,2.33410481573883,"Control",0.0601722489378527
"North Carolina",2022,9,2430437.58333351,1.64990865328046,"Neighbor",0.176822483541786
"North Dakota",2022,9,171377.666667681,0,"Neighbor",-0.673476181515318
"Ohio",2022,9,2561684.74999878,0.417693863384442,"Neighbor",-0.332131135501936
"Oklahoma",2022,9,910072.250001201,0,"Ban",-0.165868478281657
"Oregon",2022,9,960655.916666463,0.999317219979513,"Neighbor",0.0570733652624634
"Pennsylvania",2022,9,2807587.9999993,1.07565639972843,"Control",0.0616349237853251
"Rhode Island",2022,9,245640.000000599,1.13987949845024,"Control",0.0948147482620252
"South Carolina",2022,9,1164233.58333489,0.678557989829743,"Neighbor",0.182720506804268
"South Dakota",2022,9,190902.00000298,0,"Ban",-0.15993014137441
"Tennessee",2022,9,1596044.49999907,0,"Ban",-0.706133573108304
"Texas",2022,9,7203597.66666141,0,"Ban",-0.396659070819732
"Utah",2022,9,844745.916667522,0.378812129998074,"Neighbor",-0.0274660112365782
"Vermont",2022,9,137786.833333497,0.870910500639449,"Control",-0.0052235577976435
"Virginia",2022,9,1955749.99999916,1.23226383740306,"Neighbor",0.0500472269713785
"Washington",2022,9,1775437.33333462,1.13774784503717,"Neighbor",0.0908814661567812
"West Virginia",2022,9,365749.916668351,0.0546821724039797,"Neighbor",-0.521316115475409
"Wisconsin",2022,9,1266213.66666635,0,"Ban",-0.444975517349131
"Wyoming",2022,9,124258.749999431,0.482863379844676,"Neighbor",0.12037262969711
"Alabama",2022,10,1142451.95833057,0,"Ban",-0.516944120546989
"Alaska",2022,10,159672.666668059,0.939421900630199,"Control",0.0332374338667398
"Arizona",2022,10,1638324.74999869,0.256359430570976,"Control",-0.271990830597083
"Arkansas",2022,10,677589.874998954,0,"Ban",-0.427602745800105
"California",2022,10,9060174.6249938,1.41056883878866,"Control",-0.116968213359858
"Colorado",2022,10,1376067.54166497,1.42434868976599,"Neighbor",0.183257349533474
"Connecticut",2022,10,806894.624998102,1.06581451078823,"Control",-0.174772592696392
"Delaware",2022,10,216248.875001691,1.29480442382792,"Control",0.0840283767991148
"DC",2022,10,197956.500000017,4.59696953623611,"Control",0.105996854244926
"Florida",2022,10,4691051.00000084,1.60305227975536,"Neighbor",0.251033942791095
"Georgia",2022,10,2592251.91666445,0.979843040590096,"Ban",-0.701777897348876
"Hawaii",2022,10,294918.874997692,0.88159837176252,"Control",-0.0171817919000328
"Idaho",2022,10,439916.916667809,0.0227315650322018,"Ban",-0.4784657438248
"Illinois",2022,10,2840779.91666772,2.35850723975098,"Neighbor",0.295473290401289
"Indiana",2022,10,1531215.16666776,0.313476518812557,"Neighbor",-0.261612837194617
"Iowa",2022,10,694513.416667005,0.446355667954841,"Neighbor",-0.104215878540526
"Kansas",2022,10,646900.999999305,1.9477478006702,"Neighbor",0.479803695556664
"Kentucky",2022,10,985395.666666209,0,"Ban",-0.326355168577233
"Louisiana",2022,10,1039277.45833467,0,"Ban",-0.652755071285609
"Maine",2022,10,283288.499999995,0.705994066119888,"Control",-0.0718748431023312
"Maryland",2022,10,1388069.66666555,2.23331729987795,"Neighbor",0.168677272912118
"Massachusetts",2022,10,1610034.75000067,1.02482260087822,"Control",-0.0380883635836453
"Michigan",2022,10,2170865.25000098,1.37733099739777,"Neighbor",0.12424609389842
"Minnesota",2022,10,1255121.83333367,1.00388660808598,"Neighbor",0.231713983430511
"Mississippi",2022,10,666093.041667118,0,"Ban",-0.598887670875268
"Missouri",2022,10,1367131.58333224,0,"Ban",-0.00732292085334284
"Montana",2022,10,240169.791668241,0.832744195724124,"Neighbor",0.108217051152271
"Nebraska",2022,10,434294.874998799,0.552619922122414,"Neighbor",0.0872809241024262
"Nevada",2022,10,718544.208332718,2.05972017147579,"Neighbor",0.303006027489604
"New Hampshire",2022,10,290323.458333132,0.688886806282493,"Control",-0.0874340775775577
"New Jersey",2022,10,2036516.87499949,2.27348963165413,"Control",-0.164913654543775
"New Mexico",2022,10,462610.12500133,3.7396500995196,"Neighbor",0.931688117296862
"New York",2022,10,4427931.91666767,2.36679339186564,"Control",0.0964298030375925
"North Carolina",2022,10,2432805.79166684,1.55787199002156,"Neighbor",0.0580422615180167
"North Dakota",2022,10,171462.166667738,0,"Neighbor",-0.648969925215478
"Ohio",2022,10,2561068.20833205,0.585693108492768,"Neighbor",-0.171735105800355
"Oklahoma",2022,10,910887.791667929,0,"Ban",-0.226491481386635
"Oregon",2022,10,960681.124999787,0.999290997832619,"Neighbor",0.0722243922898441
"Pennsylvania",2022,10,2807649.49999926,0.965220195754745,"Neighbor",-0.0531227008970465
"Rhode Island",2022,10,245572.500000637,1.26235633061192,"Control",0.200931603669884
"South Carolina",2022,10,1165527.7916683,0.712123731354326,"Neighbor",0.199582328142576
