"State","Year","Month","Population","BirthsPerThousandWomen","TreatedOriginal","Tau"
"Florida",2022,1,4645166.00000036,3.98177374070132,"Control",0.00940113191947312
"Georgia",2022,1,2576900.16666523,4.03624483965165,"Control",0.0113313890449893
"Hawaii",2022,1,296378.749998777,4.58872304443424,"Control",0.145773662533423
"Idaho",2022,1,431642.16666725,4.13768657911685,"Control",0.0703832338668411
"Illinois",2022,1,2862016.16666718,3.53492063316374,"Control",-0.0384753353722438
"Indiana",2022,1,1527562.66666729,4.07053676793891,"Control",-0.0572769245995515
"Iowa",2022,1,692777.16666683,4.2293541718431,"Control",-0.00332738229259011
"Kansas",2022,1,646129.999999636,4.34123164069395,"Control",-9.90232850837103e-05
"Kentucky",2022,1,986214.666666402,4.3377979912431,"Control",0.0297984296705804
"Louisiana",2022,1,1045509.58333411,4.365335404622,"Control",-0.157035769556233
"Maine",2022,1,281303.999999993,3.09629440036409,"Control",-0.0660660183345048
"Maryland",2022,1,1391798.66666605,4.01997798532341,"Control",0.0564827883709551
"Massachusetts",2022,1,1612327.50000042,3.28283180681258,"Control",0.0101487925662491
"Michigan",2022,1,2177098.50000051,3.62914218166894,"Control",-0.0158860470562328
"Minnesota",2022,1,1254559.33333351,3.909739356023,"Control",-0.0168037202354254
"Mississippi",2022,1,667722.416666905,4.27273359226342,"Control",-0.0338505190739626
"Missouri",2022,1,1364301.83333278,3.98958637085723,"Control",-0.0177769235054206
"Montana",2022,1,235793.916667533,3.57091485607414,"Control",-0.010552972076963
"Nebraska",2022,1,433354.749999373,4.28517282896446,"Control",-0.178925371665303
"Nevada",2022,1,713230.083333014,3.86831692110748,"Control",0.0239749421464492
"New Hampshire",2022,1,290447.583333244,3.04013546908013,"Control",-0.0286179070064523
"New Jersey",2022,1,2040373.7499998,3.99632665338926,"Control",0.0326065181649549
"New Mexico",2022,1,461873.250000681,3.74128616454287,"Control",-0.013309075491911
"New York",2022,1,4484778.16666738,3.70653784473636,"Control",0.00936515631208135
"North Carolina",2022,1,2411491.91666687,4.15593348280937,"Control",0.0525684697271105
"North Dakota",2022,1,170701.666667224,4.61038263635836,"Control",0.0190504204680328
"Ohio",2022,1,2566617.08333265,3.89695839903505,"Control",-0.0323237313479412
"Oklahoma",2022,1,903547.916667366,4.38493623516214,"Control",0.0231365989212096
"Oregon",2022,1,960454.249999865,3.26824520793202,"Control",0.0082167114236178
"Pennsylvania",2022,1,2807095.99999959,3.68744068603336,"Control",0.0125694119878546
"Rhode Island",2022,1,246180.000000295,3.36745470793325,"Control",0.0215078993540194
"South Carolina",2022,1,1153879.91666755,4.04808154863293,"Control",-0.014322921494065
"South Dakota",2022,1,188762.00000165,4.56129941403712,"Control",-0.00738886534035377
"Tennessee",2022,1,1586867.8333328,4.31857011406366,"Control",0.0926999522459608
"Texas",2022,1,7132296.33333032,4.39900398604862,"Control",-0.0319567760265302
"Utah",2022,1,834289.583333762,4.25871312668494,"Control",0.0207115658889343
"Vermont",2022,1,137392.833333404,3.28983680613934,"Control",0.170384329990721
"Virginia",2022,1,1955048.66666618,3.88737126066523,"Control",-0.0164570388439733
"Washington",2022,1,1769258.66666736,3.74450617358234,"Control",0.00774575173160397
"West Virginia",2022,1,367048.250000916,3.61805293989737,"Control",-0.0847101819392595
"Wisconsin",2022,1,1266617.66666647,3.72488093618415,"Control",-0.0017044723211086
"Wyoming",2022,1,123676.416666335,3.47681483334119,"Control",-0.11973282459947
"Alabama",2022,2,1139568.95833156,3.8461911128372,"Control",0.00609048411790525
"Alaska",2022,2,159752.666667413,4.50696701983047,"Control",-0.0236060713977535
"Arizona",2022,2,1621653.41666592,3.70424403776132,"Control",-0.026864427473337
"Arkansas",2022,2,674692.874999373,4.1129825181607,"Control",0.0812271623524801
"California",2022,2,9108358.29166319,3.50820630642596,"Control",0.00958771857831442
"Colorado",2022,2,1369442.5416657,3.38093776053457,"Control",-0.0547145251926358
"Connecticut",2022,2,803227.62499893,3.20706101213019,"Control",-0.0127185402483128
"Delaware",2022,2,214887.875000976,3.77871482975161,"Control",0.0739855371609521
"DC",2022,2,196387.166666577,3.10101729322237,"Control",-0.117756136665328
"Florida",2022,2,4650264.33333374,3.66366270361803,"Control",-0.023566064634434
"Georgia",2022,2,2578605.91666514,3.71751260556998,"Control",0.00351223582108684
"Hawaii",2022,2,296216.541665323,4.29753177470516,"Control",0.106714331020934
"Idaho",2022,2,432561.583333978,3.80986214101123,"Control",-0.0355443389898058
"Illinois",2022,2,2859656.58333391,3.35809553355684,"Control",-0.0159622625190323
"Indiana",2022,2,1527968.50000067,3.90976646442474,"Control",-0.0152018546722696
"Iowa",2022,2,692970.083333516,3.94822239199496,"Control",-0.0435821103092233
"Kansas",2022,2,646215.666666265,3.93831367959445,"Control",-0.0722826356793318
"Kentucky",2022,2,986123.66666638,4.07859595703294,"Control",0.0298480234326171
"Louisiana",2022,2,1044817.12500084,4.17872170691736,"Control",-0.0327779173619218
"Maine",2022,2,281524.499999993,3.1400464257996,"Control",0.0333494507729699
"Maryland",2022,2,1391384.33333266,3.75165931867077,"Control",0.0308011341055199
"Massachusetts",2022,2,1612072.75000045,3.11152210717451,"Control",-0.011276836667097
"Michigan",2022,2,2176405.91666722,3.53013192123882,"Control",0.0124500970211452
"Minnesota",2022,2,1254621.83333353,3.91751511843282,"Control",0.0181625529519294
"Mississippi",2022,2,667541.375000262,3.97877959249935,"Control",0.0636845552459406
"Missouri",2022,2,1364616.24999939,3.69407882985583,"Control",-0.0447049571155866
"Montana",2022,2,236280.125000944,3.52124411647689,"Control",-0.0396237413462512
"Nebraska",2022,2,433459.208332642,4.25645588911823,"Control",-0.0434970505614141
"Nevada",2022,2,713820.541666314,3.49667718187745,"Control",-0.0206790173986646
"New Hampshire",2022,2,290433.791666565,3.08159734053093,"Control",0.0194628797315133
"New Jersey",2022,2,2039945.2083331,3.79372934546795,"Control",0.0192242250843977
"New Mexico",2022,2,461955.125000753,3.42024563532534,"Control",-0.0401513837277734
"New York",2022,2,4478461.91666742,3.48222230984266,"Control",-0.0388830141180807
"North Carolina",2022,2,2413860.1250002,3.81877968177598,"Control",0.0309690740949122
"North Dakota",2022,2,170786.166667281,4.05770568848282,"Control",-0.376389489248933
"Ohio",2022,2,2566000.54166592,3.6913476229629,"Control",-0.057677006419051
"Oklahoma",2022,2,904363.458334095,3.96743142033775,"Control",-0.0304554828397698
"Oregon",2022,2,960479.45833319,3.1213577489754,"Control",0.0123811423579814
"Pennsylvania",2022,2,2807157.49999955,3.45580894552641,"Control",-0.0309977044279495
"Rhode Island",2022,2,246112.500000333,3.18553507033954,"Control",0.0755742669795874
"South Carolina",2022,2,1155174.12500096,3.76047204138716,"Control",-0.000334716508069377
"South Dakota",2022,2,189029.500001816,4.04169719537248,"Control",-0.365037880861987
"Tennessee",2022,2,1588014.91666609,3.79656383370593,"Control",-0.108169929639557
"Texas",2022,2,7141208.9999967,4.04077236781802,"Control",-0.0366343193796093
"Utah",2022,2,835596.62500048,4.07373593687988,"Control",-0.0124758584404852
"Vermont",2022,2,137442.083333415,2.61200930088578,"Control",-0.0600348372910999
"Virginia",2022,2,1955136.33333281,3.74193854171225,"Control",0.0439832465898666
"Washington",2022,2,1770031.00000077,3.54965534501784,"Control",0.00245434756006757
"West Virginia",2022,2,366885.958334346,3.52698153364803,"Control",0.0423299754598787
"Wisconsin",2022,2,1266567.16666646,3.53711995534444,"Control",-0.00321509645941731
"Wyoming",2022,2,123749.208332972,3.96770215029469,"Control",0.123270765815781
"Alabama",2022,3,1139929.33333144,4.21605081953149,"Control",0.0146338286732721
"Alaska",2022,3,159742.666667494,5.21463687427918,"Control",0.105575549133247
"Arizona",2022,3,1623737.33333252,3.99325670900995,"Control",-0.0307561807073595
"Arkansas",2022,3,675054.999999321,4.43667553014645,"Control",0.0233021024221554
"California",2022,3,9102335.33332951,3.88856251762074,"Control",0.0357428809507128
"Colorado",2022,3,1370270.66666561,3.84887462623253,"Control",0.00218116147441672
"Connecticut",2022,3,803685.999998827,3.74151098812769,"Control",0.00177065307145341
"Delaware",2022,3,215058.000001066,4.37556380137142,"Control",0.0586023703542482
"DC",2022,3,196583.333333257,3.42348452734342,"Control",-0.117782676142052
"Florida",2022,3,4655362.66666714,4.04737532800841,"Control",0.0801851270806346
"Georgia",2022,3,2580311.66666506,4.13709713361757,"Control",0.0424657171759355
"Hawaii",2022,3,296054.333331869,4.58361809715124,"Control",0.124412025697288
"Idaho",2022,3,433481.000000709,4.36928031447031,"Control",-0.0138667156446992
"Illinois",2022,3,2857297.00000063,3.73814832689694,"Control",-0.0457775097159225
"Indiana",2022,3,1528374.33333406,4.44262891093441,"Control",0.0306582185453772
"Iowa",2022,3,693163.000000203,4.55304163666999,"Control",0.0432088542925202
"Kansas",2022,3,646301.333332896,4.4437476017409,"Control",-0.0202168039914747
"Kentucky",2022,3,986032.666666359,4.45725598002639,"Control",0.00858969370610296
"Louisiana",2022,3,1044124.66666757,4.27918249863791,"Control",-0.231819724436452
"Maine",2022,3,281744.999999994,3.63804149141962,"Control",0.0238579796112575
"Maryland",2022,3,1390969.99999927,4.1711898890724,"Control",0.0172060631395317
"Massachusetts",2022,3,1611818.00000048,3.59718032681003,"Control",0.00446033979634874
"Michigan",2022,3,2175713.33333394,4.01615408892603,"Control",0.00870888001958559
"Minnesota",2022,3,1254684.33333355,4.26800579056599,"Control",-0.0219219511781237
"Mississippi",2022,3,667360.333333619,4.23159702329545,"Control",-0.0977537522459047
"Missouri",2022,3,1364930.666666,4.23391468968595,"Control",-0.00144433977452074
"Montana",2022,3,236766.333334357,3.99972405985045,"Control",0.00899875280802354
"Nebraska",2022,3,433563.666665912,4.73748184619616,"Control",-0.0161115906661351
"Nevada",2022,3,714410.999999616,3.70515011667153,"Control",-0.109313122380514
"New Hampshire",2022,3,290419.999999886,3.38819640520759,"Control",-0.0528269405142252
"New Jersey",2022,3,2039516.6666664,4.24659437285034,"Control",0.0195886491714727
"New Mexico",2022,3,462037.000000826,3.92176384141695,"Control",0.00307001492235637
"New York",2022,3,4472145.66666744,3.83417743473853,"Control",-0.0678182190541383
"North Carolina",2022,3,2416228.33333353,4.22890496690054,"Control",0.00467429915257167
"North Dakota",2022,3,170870.666667338,4.640937004968,"Control",-0.16746754539853
"Ohio",2022,3,2565383.99999918,4.24302950357665,"Control",0.0351654004251873
"Oklahoma",2022,3,905179.000000826,4.46210086623344,"Control",0.0148012847058645
"Oregon",2022,3,960504.666666515,3.51169558780613,"Control",0.0289423343394097
"Pennsylvania",2022,3,2807218.99999952,3.84508654294583,"Control",-0.0348329353741317
"Rhode Island",2022,3,246045.000000371,3.4465240098304,"Control",-0.060231109953301
"South Carolina",2022,3,1156468.33333438,4.18083215997752,"Control",0.00752367602891368
"South Dakota",2022,3,189297.000001982,5.26157308351199,"Control",0.153711996538227
"Tennessee",2022,3,1589161.99999937,4.34065249483862,"Control",0.00789145728976326
"Texas",2022,3,7150121.6666631,4.5129301995583,"Control",0.0297453692834306
"Utah",2022,3,836903.666667203,4.81775879421895,"Control",0.129356171865448
"Vermont",2022,3,137491.333333427,3.41112409509215,"Control",0.0292543305274973
"Virginia",2022,3,1955223.99999943,3.99340433628182,"Control",-0.0679569668782678
"Washington",2022,3,1770803.33333417,3.97785562484634,"Control",0.00540318554008001
"West Virginia",2022,3,366723.666667775,3.83394944966487,"Control",-0.0618999629673662
"Wisconsin",2022,3,1266516.66666644,4.03942572146773,"Control",0.0116542902686536
"Wyoming",2022,3,123821.999999609,4.24803346741015,"Control",0.0169394725762757
"Alabama",2022,4,1140289.70833131,3.90777884553641,"Control",-0.0546314212965497
"Alaska",2022,4,159732.666667574,4.87689848452356,"Control",0.0516831319671676
"Arizona",2022,4,1625821.24999911,3.66399442743368,"Control",-0.0992036692424034
"Arkansas",2022,4,675417.124999268,4.03010213873826,"Control",-0.0465215090496969
"California",2022,4,9096312.37499584,3.58079171616123,"Control",-0.0102358250557399
"Colorado",2022,4,1371098.79166552,3.70578694320629,"Control",-0.0282724147513327
"Connecticut",2022,4,804144.374998723,3.58268998648977,"Control",0.0519248763263569
"Delaware",2022,4,215228.125001155,3.7216325700728,"Control",-0.083992509879824
"DC",2022,4,196779.499999937,3.21679849781203,"Control",-0.123273674729182
"Florida",2022,4,4660461.00000052,3.67066691471039,"Control",-0.0447456096939063
"Georgia",2022,4,2582017.41666497,3.72499423819649,"Control",-0.0737604741772842
"Hawaii",2022,4,295892.124998415,4.0825689430108,"Control",-0.0660479972547012
"Idaho",2022,4,434400.416667437,4.22421325945647,"Control",0.0460046551974473
"Illinois",2022,4,2854937.41666736,3.56084863389651,"Control",-0.0565423608511986
"Indiana",2022,4,1528780.16666745,4.16017955927831,"Control",0.00480510513838173
"Iowa",2022,4,693355.916666888,4.29216788731864,"Control",0.0288814537501549
"Kansas",2022,4,646386.999999525,4.06722288660188,"Control",-0.0860164416611227
"Kentucky",2022,4,985941.666666338,4.17671768951987,"Control",-0.00242595092699727
"Louisiana",2022,4,1043432.2083343,3.98109236692178,"Control",-0.273174661082179
"Maine",2022,4,281965.499999994,3.45077677942876,"Control",-0.00542968562211543
"Maryland",2022,4,1390555.66666588,3.93008358529318,"Control",0.0254213671535926
"Massachusetts",2022,4,1611563.2500005,3.45440987190435,"Control",0.0180028849660534
"Michigan",2022,4,2175020.75000066,3.83490594285018,"Control",-0.0030254304228019
"Minnesota",2022,4,1254746.83333356,4.1514350637259,"Control",0.0310984583649105
"Mississippi",2022,4,667179.291666976,3.84604263359065,"Control",-0.197419361476543
"Missouri",2022,4,1365245.0833326,3.99708452835391,"Control",-0.0148822791154242
"Montana",2022,4,237252.541667769,3.75549190637414,"Control",-0.0534745792869562
"Nebraska",2022,4,433668.124999182,4.42734867821707,"Control",-0.117878975398823
"Nevada",2022,4,715001.458332915,3.68111137302674,"Control",0.0373399699111823
"New Hampshire",2022,4,290406.208333206,3.32981862044245,"Control",-0.047718641024947
