"State","Year","Month","Population","BirthsPerThousandWomen","TreatedOriginal","Tau"
"Iowa",2020,12,690269.249999912,4.19981043629043,"Control",0.0364376811294873
"Kansas",2020,12,645016.333333446,4.38593544659516,"Control",0.0538797249883176
"Kentucky",2020,12,987397.666666681,4.3234860118837,"Control",0.0155408898017892
"Louisiana",2020,12,1054511.54166665,4.65144268809775,"Control",0.194532932582212
"Maine",2020,12,278437.499999992,3.19640852974196,"Control",-0.0045196195777315
"Maryland",2020,12,1397185.00000011,3.93147650454276,"Control",0.0357231414016792
"Massachusetts",2020,12,1615639.25000006,3.02047626040269,"Control",-0.0803233995502484
"Michigan",2020,12,2186102.08333316,3.63615224586408,"Control",-0.0338407597233137
"Minnesota",2020,12,1253746.83333328,3.96890334452176,"Control",0.0247494461982249
"Mississippi",2020,12,670075.958333264,4.37562333573795,"Control",0.0916866546566872
"Missouri",2020,12,1360214.4166669,4.04495051117179,"Control",-0.0190359460361913
"Montana",2020,12,229473.208333176,3.73028296513447,"Control",0.0126242398041181
"Nebraska",2020,12,431996.791666868,4.4838295963404,"Control",0.0099007273500149
"Nevada",2020,12,705554.12500011,3.91890558360717,"Control",0.0792632580889734
"New Hampshire",2020,12,290626.875000071,2.96600236987646,"Control",-0.0254800036834024
"New Jersey",2020,12,2045944.79166691,3.72248558759738,"Control",-0.0164034502681556
"New Mexico",2020,12,460808.874999744,3.81286059215109,"Control",-0.00489920871421567
"New York",2020,12,4566889.41666696,3.39202432698836,"Control",-0.0861206452688625
"North Carolina",2020,12,2380705.20833359,4.0773632812752,"Control",0.0317786589223639
"North Dakota",2020,12,169603.166666481,4.86429596932193,"Control",0.111226652464723
"Ohio",2020,12,2574632.12500018,4.0071744230253,"Control",0.00789330782459174
"Oklahoma",2020,12,892945.874999888,4.39220350281644,"Control",0.0159966909615967
"Oregon",2020,12,960126.541666645,3.27560989465068,"Control",0.00840418799767173
"Pennsylvania",2020,12,2806296.50000006,3.66853609374483,"Control",-0.0185484741577984
"Rhode Island",2020,12,247057.4999998,3.06001639294743,"Control",-0.0169204314450377
"South Carolina",2020,12,1137055.20833312,4.22494876659724,"Control",0.108037335671824
"South Dakota",2020,12,185284.499999488,4.71167312971355,"Control",0.0582214433347117
"Tennessee",2020,12,1571955.75000013,4.32200461113453,"Control",0.133963270247401
"Texas",2020,12,7016431.66666732,4.32755586350952,"Control",0.0364906280533672
"Utah",2020,12,817298.041666404,4.19308480540664,"Control",-0.0684223542648716
"Vermont",2020,12,136752.583333253,2.94692787644039,"Control",0.0236557494800764
"Virginia",2020,12,1953909.00000009,3.84511254106493,"Control",-0.0142038754198972
"Washington",2020,12,1759218.33333307,3.71073895508572,"Control",-0.00971372151895
"West Virginia",2020,12,369158.041666335,3.85200873203592,"Control",0.0924200826396104
"Wisconsin",2020,12,1267274.16666667,3.7679297231788,"Control",0.0509446042418817
"Wyoming",2020,12,122730.125000055,4.23693856744437,"Control",0.151819495888567
"Alabama",2021,1,1134884.08333317,4.01186347298815,"Control",0.038507434980052
"Alaska",2021,1,159882.666666363,4.66592167590451,"Control",0.0324826651464232
"Arizona",2021,1,1594562.50000017,3.87128130756828,"Control",0.0773877975668564
"Arkansas",2021,1,669985.250000054,4.22845129799465,"Control",0.129700532785431
"California",2021,1,9186656.75000095,3.47449576800578,"Control",0.000667956858499963
"Colorado",2021,1,1358676.9166669,3.44084744699181,"Control",0.00184769595070966
"Connecticut",2021,1,797268.750000277,3.03160007212017,"Control",-0.0490472600758505
"Delaware",2021,1,212676.249999815,3.47476504781631,"Control",-0.0746287054357606
"DC",2021,1,193836.999999738,3.6731893291836,"Control",0.163614877677816
"Florida",2021,1,4583985.99999972,3.60864976463737,"Control",-0.0209448489594353
"Georgia",2021,1,2556431.16666627,3.77870530056054,"Control",0.0443596687948267
"Hawaii",2021,1,298325.250000222,4.04591967994363,"Control",-0.0629298083729797
"Idaho",2021,1,420609.166666506,3.98231929483382,"Control",0.0800898780788106
"Illinois",2021,1,2890331.16666645,3.38992296557507,"Control",-0.0336942608836637
"Indiana",2021,1,1522692.66666665,4.05137565514428,"Control",0.0560415460767927
"Iowa",2021,1,690462.166666598,4.06539291435994,"Control",0.0297588458858264
"Kansas",2021,1,645102.000000076,4.02571996366419,"Control",-0.0423270711421528
"Kentucky",2021,1,987306.666666659,4.17296888504757,"Control",0.090019439601722
"Louisiana",2021,1,1053819.08333337,4.42106247047922,"Control",0.174063117457579
"Maine",2021,1,278657.999999992,3.17593609370636,"Control",0.0608496814521531
"Maryland",2021,1,1396770.66666672,3.68134878739326,"Control",-0.0119158952859433
"Massachusetts",2021,1,1615384.50000009,3.03642878831617,"Control",-0.00592986693915964
"Michigan",2021,1,2185409.49999988,3.5279429324346,"Control",-0.0384321275930133
"Minnesota",2021,1,1253809.33333329,3.71268571404276,"Control",-0.0482124469344605
"Mississippi",2021,1,669894.916666621,4.09317929093136,"Control",0.056149243158659
"Missouri",2021,1,1360528.8333335,3.99183013761878,"Control",0.117529114304844
"Montana",2021,1,229959.416666588,3.63977267003397,"Control",0.00863368187740976
"Nebraska",2021,1,432101.250000138,4.22586141558123,"Control",-0.0525120526970104
"Nevada",2021,1,706144.58333341,3.63381672898629,"Control",-0.0101881721148347
"New Hampshire",2021,1,290613.083333392,2.88355909647277,"Control",-0.0216149273723758
"New Jersey",2021,1,2045516.25000021,3.51451620098313,"Control",-0.0702938820849046
"New Mexico",2021,1,460890.749999816,3.62558805964465,"Control",0.0214508172664676
"New York",2021,1,4560573.166667,3.32677482534244,"Control",-0.0608765773213582
"North Carolina",2021,1,2383073.41666692,3.89245246710605,"Control",0.0530965187915275
"North Dakota",2021,1,169687.666666538,4.65561237018167,"Control",0.032175813554959
"Ohio",2021,1,2574015.58333345,3.83641811026314,"Control",0.0175618974457747
"Oklahoma",2021,1,893761.416666616,4.20693926800213,"Control",0.0886934070869492
"Oregon",2021,1,960151.749999969,3.23073930761476,"Control",0.054500210149723
"Pennsylvania",2021,1,2806358.00000002,3.61500564076284,"Control",0.0513755434490419
"Rhode Island",2021,1,246989.999999838,2.95963399328102,"Control",0.00551169069746216
"South Carolina",2021,1,1138349.41666654,4.00492145316,"Control",0.107223326174272
"South Dakota",2021,1,185551.999999654,4.78033112012617,"Control",0.152137368898575
"Tennessee",2021,1,1573102.83333341,4.02135185695088,"Control",0.0794221974857687
"Texas",2021,1,7025344.33333369,4.04620736739194,"Control",-0.00969518686096382
"Utah",2021,1,818605.083333123,4.08744102391358,"Control",-0.0567932891496632
"Vermont",2021,1,136801.833333264,2.92393742286739,"Control",0.0807342894751049
"Virginia",2021,1,1953996.66666672,3.73797976455085,"Control",0.0424667535984726
"Washington",2021,1,1759990.66666648,3.61933737527435,"Control",-0.00837361148186844
"West Virginia",2021,1,368995.749999764,3.51765569115858,"Control",-0.0228492912905431
"Wisconsin",2021,1,1267223.66666666,3.59052637642766,"Control",-0.0118558585408897
"Wyoming",2021,1,122802.916666692,3.72140998279689,"Control",-0.00546118006974927
"Alabama",2021,2,1135244.45833305,3.86260418873903,"Control",0.064390542871116
"Alaska",2021,2,159872.666666444,4.14079538299806,"Control",-0.123943208365497
"Arizona",2021,2,1596646.41666676,3.51737237586029,"Control",-0.0581996040627368
"Arkansas",2021,2,670347.375000001,3.91289665302261,"Control",0.0687359683767861
"California",2021,2,9180633.79166728,3.27363019612853,"Control",-0.0287333695143763
"Colorado",2021,2,1359505.0416668,3.51892773721136,"Control",0.0321365654267822
"Connecticut",2021,2,797727.125000173,3.18780685814018,"Control",0.0348320498668366
"Delaware",2021,2,212846.374999904,3.23237828222496,"Control",-0.0559743802577581
"DC",2021,2,194033.166666418,3.23140631456033,"Control",0.0355744887052154
"Florida",2021,2,4589084.3333331,3.50440280279606,"Control",0.00865067022730859
"Georgia",2021,2,2558136.91666618,3.54633090234389,"Control",0.0264005384892005
"Hawaii",2021,2,298163.041666768,3.7462724882193,"Control",-0.149001787124241
"Idaho",2021,2,421528.583333233,3.72453983448818,"Control",-0.0428530256127724
"Illinois",2021,2,2887971.58333318,3.34698584147559,"Control",0.0120482889093911
"Indiana",2021,2,1523098.50000004,3.71413930221838,"Control",-0.0511520073818317
"Iowa",2021,2,690655.083333284,3.95276899552277,"Control",0.0413702348939098
"Kansas",2021,2,645187.666666706,3.94768860533061,"Control",0.0148092209264141
"Kentucky",2021,2,987215.666666638,3.94240096811009,"Control",0.0857871232561815
"Louisiana",2021,2,1053126.6250001,4.18658107708517,"Control",0.130159156226727
"Maine",2021,2,278878.499999992,2.91166224717941,"Control",-0.0687098362113434
"Maryland",2021,2,1396356.33333333,3.5041198891687,"Control",-0.00412514101736772
"Massachusetts",2021,2,1615129.75000012,2.96632515127633,"Control",-0.0416993439261106
"Michigan",2021,2,2184716.9166666,3.48923924278073,"Control",0.0191926442212309
"Minnesota",2021,2,1253871.83333331,3.72605865751038,"Control",0.00176694522458964
"Mississippi",2021,2,669713.874999978,3.95990003940128,"Control",0.173044502285838
"Missouri",2021,2,1360843.25000011,3.67198793836072,"Control",0.031557266453222
"Montana",2021,2,230445.624999999,3.58435965100228,"Control",0.00921246771643824
"Nebraska",2021,2,432205.708333407,4.34283944846019,"Control",0.119034482394703
"Nevada",2021,2,706735.04166671,3.45815596497983,"Control",0.0364561587132042
"New Hampshire",2021,2,290599.291666713,3.24845939776987,"Control",0.117098392263484
"New Jersey",2021,2,2045087.70833351,3.60718025439179,"Control",-0.00886918856654262
"New Mexico",2021,2,460972.624999888,3.41235013684464,"Control",-0.0151539285383033
"New York",2021,2,4554256.91666703,3.34807637755294,"Control",-0.0592874517684487
"North Carolina",2021,2,2385441.62500024,3.68946358098329,"Control",0.0356797128931721
"North Dakota",2021,2,169772.166666595,4.50014872873933,"Control",0.0234379777187899
"Ohio",2021,2,2573399.04166672,3.78176872005706,"Control",0.0672266039920455
"Oklahoma",2021,2,894576.958333345,3.9202887659143,"Control",0.00969549551650584
"Oregon",2021,2,960176.958333294,2.99215678429427,"Control",-0.0280789460173012
"Pennsylvania",2021,2,2806419.49999999,3.43747611502843,"Control",-0.000978511684857963
"Rhode Island",2021,2,246922.499999877,2.81059846713178,"Control",-0.0411095042565965
"South Carolina",2021,2,1139643.62499996,3.71695142856625,"Control",0.0491609955237129
"South Dakota",2021,2,185819.499999821,4.48284491132957,"Control",-0.0325553048869018
"Tennessee",2021,2,1574249.91666669,3.84818187751737,"Control",0.0827566571030198
"Texas",2021,2,7034257.00000007,3.80878890265166,"Control",-0.0391705772736874
"Utah",2021,2,819912.124999841,4.17971621044226,"Control",0.0395213407029349
"Vermont",2021,2,136851.083333276,2.63790385291178,"Control",-0.00691437995856514
"Virginia",2021,2,1954084.33333334,3.55460605333819,"Control",0.0122966573720888
"Washington",2021,2,1760762.99999988,3.48201319541608,"Control",0.00993867660850434
"West Virginia",2021,2,368833.458333194,3.3646622126101,"Control",-0.0174020310639187
"Wisconsin",2021,2,1267173.16666664,3.48334396285492,"Control",-0.0309936678358298
"Wyoming",2021,2,122875.708333328,3.62154575575537,"Control",-0.0433835008016921
"Alabama",2021,3,1135604.83333293,4.18807657417365,"Control",0.0498073836847119
"Alaska",2021,3,159862.666666525,5.00429535351621,"Control",-0.00164016112378462
"Arizona",2021,3,1598730.33333336,3.75985860446334,"Control",-0.188128939884298
"Arkansas",2021,3,670709.49999995,4.48033015784065,"Control",0.0755316356274411
"California",2021,3,9174610.8333336,3.7711681321995,"Control",-0.018204629987594
"Colorado",2021,3,1360333.16666671,3.87919675069782,"Control",-0.00091817694103602
"Connecticut",2021,3,798185.50000007,3.7672946952804,"Control",0.0525233530062694
"Delaware",2021,3,213016.499999994,3.8400781160146,"Control",-0.103316270460191
"DC",2021,3,194229.333333098,3.6142841452073,"Control",-0.0153493229273334
"Florida",2021,3,4594182.6666665,3.7495243985366,"Control",-0.0775011422212613
"Georgia",2021,3,2559842.6666661,3.96118094757995,"Control",-0.00812080672941562
"Hawaii",2021,3,298000.833333314,4.75502026001076,"Control",0.243306574410665
"Idaho",2021,3,422447.999999964,4.61595273264441,"Control",0.123193288159808
"Illinois",2021,3,2885611.99999991,3.92360442083009,"Control",0.0478767493631116
"Indiana",2021,3,1523504.33333342,4.15029997726707,"Control",-0.0557071898075794
"Iowa",2021,3,690847.99999997,4.45828894344361,"Control",0.0399176711265037
"Kansas",2021,3,645273.333333336,4.55465900755234,"Control",0.0548591320202991
"Kentucky",2021,3,987124.666666616,4.3996469206526,"Control",0.0627659597572885
"Louisiana",2021,3,1052434.16666683,4.64922192282739,"Control",0.179536398439431
"Maine",2021,3,279098.999999992,3.43963969774176,"Control",-0.0240622252235441
"Maryland",2021,3,1395941.99999994,4.05174427017759,"Control",-0.0207284870226836
"Massachusetts",2021,3,1614875.00000015,3.54702376344886,"Control",0.012507047977099
"Michigan",2021,3,2184024.33333331,3.94775821331665,"Control",-0.0276255088298121
"Minnesota",2021,3,1253934.33333333,4.30564811607626,"Control",0.000666305242283727
"Mississippi",2021,3,669532.833333335,4.36423705384624,"Control",0.0729084200091741
"Missouri",2021,3,1361157.66666672,4.31177088718337,"Control",0.0622295525810275
"Montana",2021,3,230931.833333412,4.17872229250769,"Control",0.0231053568648125
"Nebraska",2021,3,432310.166666677,4.81136036202391,"Control",0.0295502676589834
"Nevada",2021,3,707325.500000011,3.90909135892875,"Control",-0.0105107875929353
"New Hampshire",2021,3,290585.500000034,3.42067997198719,"Control",-0.0827636084629164
"New Jersey",2021,3,2044659.16666681,4.13125088900281,"Control",0.0345515535435039
"New Mexico",2021,3,461054.49999996,3.75009895793263,"Control",-0.0424518740936697
"New York",2021,3,4547940.66666705,3.91473884663663,"Control",0.0256425046903264
"North Carolina",2021,3,2387809.83333358,4.06565039831787,"Control",-0.0222733694276736
"North Dakota",2021,3,169856.666666653,5.32802166532611,"Control",0.336725493809426
"Ohio",2021,3,2572782.49999998,4.20711816875312,"Control",0.0299022612082052
"Oklahoma",2021,3,895392.500000075,4.5343243326247,"Control",0.0504535730413247
"Oregon",2021,3,960202.166666619,3.56070848274504,"Control",0.00852753309768906
"Pennsylvania",2021,3,2806480.99999995,3.91949918777294,"Control",0.00602956174290536
"Rhode Island",2021,3,246854.999999914,3.52433614875251,"Control",-0.00975210844726426
"South Carolina",2021,3,1140937.83333338,4.05017685012622,"Control",0.0220436627649692
"South Dakota",2021,3,186086.999999987,5.08364367204622,"Control",0.074320746478878
"Tennessee",2021,3,1575396.99999998,4.32208516329541,"Control",0.100718949244395
"Texas",2021,3,7043169.66666647,4.30771959727046,"Control",-0.0333855766154052
"Utah",2021,3,821219.166666564,4.99379479493458,"Control",0.0968718875227985
"Vermont",2021,3,136900.333333288,3.08983908001301,"Control",-0.080034760017226
"Virginia",2021,3,1954171.99999996,4.12604417625478,"Control",0.0358631066435873
"Washington",2021,3,1761535.33333329,3.92612050926795,"Control",-0.0268309671978773
"West Virginia",2021,3,368671.166666623,3.94931888263617,"Control",0.0484202469562756
"Wisconsin",2021,3,1267122.66666663,4.05012090384317,"Control",-0.0131567642269808
"Wyoming",2021,3,122948.499999966,4.48155121860091,"Control",0.070675477409238
"Alabama",2021,4,1135965.2083328,3.97811479335032,"Control",-0.0406788187558988
"Alaska",2021,4,159852.666666606,5.09844481793847,"Control",0.0817042072179595
"Arizona",2021,4,1600814.24999996,3.76683303512581,"Control",-0.0242676659034489
"Arkansas",2021,4,671071.624999897,3.99212230140175,"Control",-0.18149562182214
"California",2021,4,9168587.87499993,3.64756279330532,"Control",-0.00150206823121746
"Colorado",2021,4,1361161.29166662,3.91944733711004,"Control",0.0142505676743796
"Connecticut",2021,4,798643.874999966,3.72506456648168,"Control",0.0346956031978474
"Delaware",2021,4,213186.625000083,3.99649837319611,"Control",0.00765215827280885
"DC",2021,4,194425.499999778,3.4151898799322,"Control",-0.0396496121779788
"Florida",2021,4,4599280.99999988,3.64252586436889,"Control",-0.076815716966605
"Georgia",2021,4,2561548.41666601,3.83400912358415,"Control",-0.0153174025823861
"Hawaii",2021,4,297838.624999861,4.26405406619304,"Control",0.00199022144802807
"Idaho",2021,4,423367.416666692,4.39807110018085,"Control",-0.00926360023649853
"Illinois",2021,4,2883252.41666664,3.78288072766439,"Control",-0.00274818609992611
"Indiana",2021,4,1523910.16666681,4.14328884871893,"Control",-0.0272841520471081
"Iowa",2021,4,691040.916666656,4.29931126847175,"Control",-0.0622164296390961
"Kansas",2021,4,645358.999999966,4.42389429759274,"Control",0.0565435807634582
"Kentucky",2021,4,987033.666666595,4.16196543110177,"Control",-0.0800820041081209
"Louisiana",2021,4,1051741.70833356,4.01714600317062,"Control",-0.277244678510273
"Maine",2021,4,279319.499999992,3.60519047184328,"Control",0.0161744349863082
"Maryland",2021,4,1395527.66666655,3.90318309705106,"Control",-0.0657332782005735
"Massachusetts",2021,4,1614620.25000017,3.51351966507257,"Control",-0.0466519495533833
"Michigan",2021,4,2183331.75000003,3.93114788900032,"Control",-0.0229034949837987
"Minnesota",2021,4,1253996.83333335,4.21213184881775,"Control",-0.0628449638898374
"Mississippi",2021,4,669351.791666692,3.89331892801995,"Control",-0.217259668035225
"Missouri",2021,4,1361472.08333332,4.05663844864003,"Control",-0.0780739788804192
"Montana",2021,4,231418.041666824,4.12673097188735,"Control",0.0117516644857494
"Nebraska",2021,4,432414.624999946,4.74775801119182,"Control",0.0118468744327194
"Nevada",2021,4,707915.958333311,3.68687832118502,"Control",-0.0513058217018787
"New Hampshire",2021,4,290571.708333355,3.73057654586383,"Control",0.0749077642061566
"New Jersey",2021,4,2044230.62500011,4.09738504920381,"Control",0.026877108294455
"New Mexico",2021,4,461136.375000032,3.76027590536504,"Control",0.00877693192880935
"New York",2021,4,4541624.41666709,3.80766844931898,"Control",-0.0237405815455913
"North Carolina",2021,4,2390178.04166691,3.99928366563587,"Control",-0.0185708960130491
"North Dakota",2021,4,169941.16666671,4.98407782301004,"Control",0.103852458346872
"Ohio",2021,4,2572165.95833325,4.07788617449739,"Control",-0.0240409853629693
"Oklahoma",2021,4,896208.041666804,4.2188864908732,"Control",-0.0603046525343958
"Oregon",2021,4,960227.374999943,3.50021264494797,"Control",0.00831528605203591
"Pennsylvania",2021,4,2806542.49999992,3.86632306476753,"Control",0.00432913539047153
"Rhode Island",2021,4,246787.499999953,3.56582079724528,"Control",0.079618475499263
"South Carolina",2021,4,1142232.04166679,3.90113377794727,"Control",-0.064232593132425
"South Dakota",2021,4,186354.500000153,5.3500183789454,"Control",0.221195557953468
"Tennessee",2021,4,1576544.08333326,4.03414028648864,"Control",-0.0727080481360893
"Texas",2021,4,7052082.33333285,4.06220441650194,"Control",-0.130714428809775
"Utah",2021,4,822526.208333282,4.75121638727954,"Control",-0.00715564889825071
"Vermont",2021,4,136949.583333299,3.41731598307248,"Control",0.0428184055402574
"Virginia",2021,4,1954259.66666658,3.987699348722,"Control",-0.00582926313816357
"Washington",2021,4,1762307.6666667,4.01859455868746,"Control",0.0352437875745326
"West Virginia",2021,4,368508.875000052,3.78552619662092,"Control",-0.00372602063835714
"Wisconsin",2021,4,1267072.16666661,4.08895415454518,"Control",0.0512621506700723
"Wyoming",2021,4,123021.291666602,4.30006865342978,"Control",0.00891696399052844
"Alabama",2021,5,1136325.58333268,3.97069296527406,"Control",-0.0843943824817637
"Alaska",2021,5,159842.666666686,5.38029061910813,"Control",0.180672155171624
"Arizona",2021,5,1602898.16666655,3.78065190042771,"Control",-0.0822185655597645
"Arkansas",2021,5,671433.749999844,4.10911724351158,"Control",-0.150255294574734
"California",2021,5,9162564.91666626,3.74676745127943,"Control",0.000810106486154094
"Colorado",2021,5,1361989.41666653,3.98094135949335,"Control",0.0110477466367636
"Connecticut",2021,5,799102.249999862,3.82804578513016,"Control",0.0443555345357081
"Delaware",2021,5,213356.750000172,4.00268564270552,"Control",-0.0352181129312319
"DC",2021,5,194621.666666458,3.65324175965727,"Control",0.0343704425242728
"Florida",2021,5,4604379.33333326,3.67454520471748,"Control",-0.0835576912276919
"Georgia",2021,5,2563254.16666592,3.85135431686071,"Control",-0.0484814608461943
"Hawaii",2021,5,297676.416666407,4.31004919492095,"Control",-0.0227694555217308
"Idaho",2021,5,424286.83333342,4.59594747421168,"Control",0.0700469541460862
"Illinois",2021,5,2880892.83333337,3.84429433537296,"Control",-0.0351578761772524
"Indiana",2021,5,1524316.0000002,4.31931436788642,"Control",0.00392704800958921
"Iowa",2021,5,691233.833333342,4.39793287510275,"Control",-0.0430096536118825
"Kansas",2021,5,645444.666666596,4.38302482939458,"Control",-0.0130714084695027
"Kentucky",2021,5,986942.666666573,4.28798971098666,"Control",-0.0445321127598621
"Louisiana",2021,5,1051049.25000029,4.17202143476987,"Control",-0.198156989917522
"Maine",2021,5,279539.999999992,3.73828432424708,"Control",-0.014964220872435
"Maryland",2021,5,1395113.33333316,4.08568957360742,"Control",-0.00759760722802838
"Massachusetts",2021,5,1614365.5000002,3.7773354299254,"Control",0.0793984188656722
"Michigan",2021,5,2182639.16666675,4.08817001741377,"Control",-0.0054365348898493
"Minnesota",2021,5,1254059.33333337,4.44955023393353,"Control",0.00358591789270779
"Mississippi",2021,5,669170.750000049,4.12450783301541,"Control",-0.110023278722139
"Missouri",2021,5,1361786.49999993,4.29729623549675,"Control",0.0303055474281297
"Montana",2021,5,231904.250000236,4.09220615835646,"Control",-0.0475722705922577
"Nebraska",2021,5,432519.083333216,4.97319097095851,"Control",0.135800838200088
"Nevada",2021,5,708506.416666611,3.94915265999151,"Control",0.0476789379065781
"New Hampshire",2021,5,290557.916666676,3.77893678684244,"Control",0.0273363380750284
"New Jersey",2021,5,2043802.08333341,4.07916210086374,"Control",-0.0332086219242216
"New Mexico",2021,5,461218.250000104,3.7552720431154,"Control",-0.0314180955539749
"New York",2021,5,4535308.16666713,3.92255594244952,"Control",0.00350559634691727
"North Carolina",2021,5,2392546.25000023,4.09981625224551,"Control",0.0429547443870861
"North Dakota",2021,5,170025.666666767,4.92866763253101,"Control",-0.0484823378983581
"Ohio",2021,5,2571549.41666652,4.21574632388481,"Control",0.00807939813550629
"Oklahoma",2021,5,897023.583333532,4.41571445120771,"Control",0.0502653577469951
"Oregon",2021,5,960252.583333268,3.6709091557597,"Control",0.0427531364009326
"Pennsylvania",2021,5,2806603.99999988,3.93892405198613,"Control",-0.0275124952484895
"Rhode Island",2021,5,246719.999999991,3.57895590142685,"Control",0.0164991869208881
"South Carolina",2021,5,1143526.25000021,4.00340613081612,"Control",-0.0316515031577858
"South Dakota",2021,5,186622.000000319,5.10122064921805,"Control",-0.133847652868592
"Tennessee",2021,5,1577691.16666654,4.15290402737282,"Control",0.00505704051192879
"Texas",2021,5,7060994.99999923,4.16187803560309,"Control",-0.104014032020185
"Utah",2021,5,823833.250000001,4.97309376624456,"Control",0.0283709559749559
"Vermont",2021,5,136998.833333311,3.25550217580982,"Control",-0.086980972792114
"Virginia",2021,5,1954347.33333321,4.05045708354154,"Control",-0.0130699068537172
"Washington",2021,5,1763080.00000011,4.10531569752908,"Control",0.012953960571866
"West Virginia",2021,5,368346.583333482,3.74647156357799,"Control",-0.153535999560714
"Wisconsin",2021,5,1267021.6666666,4.22723631403328,"Control",0.0642317879183256
"Wyoming",2021,5,123094.083333239,4.46000315477188,"Control",0.02285663685113
"Alabama",2021,6,1136685.95833255,4.33716979070631,"Control",0.0504245880315057
"Alaska",2021,6,159832.666666767,5.0615435309396,"Control",-0.0320385723868748
"Arizona",2021,6,1604982.08333315,3.87730184942399,"Control",-0.0948324664222406
"Arkansas",2021,6,671795.874999793,4.49243603944566,"Control",0.0364592174138174
"California",2021,6,9156541.95833258,3.81290231168861,"Control",-0.032531179426448
"Colorado",2021,6,1362817.54166644,4.05336725651866,"Control",-0.0119228564015295
"Connecticut",2021,6,799560.624999759,3.89463900876927,"Control",-0.00917480116546665
"Delaware",2021,6,213526.875000262,4.28049162429263,"Control",-0.0179845190194721
"DC",2021,6,194817.833333138,3.53150421719105,"Control",-0.0979572605248471
"Florida",2021,6,4609477.66666666,3.79283755433462,"Control",-0.0838902334429004
"Georgia",2021,6,2564959.91666584,4.03515077672397,"Control",-0.0250484396669224
"Hawaii",2021,6,297514.208332953,4.2586201415365,"Control",-0.0788148322189208
"Idaho",2021,6,425206.25000015,4.68478532476721,"Control",0.0311706270734646
"Illinois",2021,6,2878533.25000009,4.1413452493556,"Control",0.0646462520372504
"Indiana",2021,6,1524721.83333358,4.5667346317042,"Control",0.020142338451608
"Iowa",2021,6,691426.750000028,4.6223262261691,"Control",-0.00321605877568576
"Kansas",2021,6,645530.333333226,4.57298417683521,"Control",-0.0105361828064172
"Kentucky",2021,6,986851.666666552,4.39681073312319,"Control",-0.0529274860586044
"Louisiana",2021,6,1050356.79166701,4.5118002164567,"Control",0.0227315912782888
"Maine",2021,6,279760.499999993,3.83542351404158,"Control",-0.0319830713137539
"Maryland",2021,6,1394698.99999977,4.27547449306335,"Control",0.000601449321652403
"Massachusetts",2021,6,1614110.75000023,3.83740706763716,"Control",0.00700777799276864
"Michigan",2021,6,2181946.58333347,4.35299382329031,"Control",0.0281595452510963
"Minnesota",2021,6,1254121.83333338,4.62953426507852,"Control",0.0209611316395497
"Mississippi",2021,6,668989.708333406,4.48437391880606,"Control",0.093795355422932
"Missouri",2021,6,1362100.91666654,4.44166796011424,"Control",-0.0191071394518563
"Montana",2021,6,232390.458333649,4.41068022908403,"Control",0.030437870820534
"Nebraska",2021,6,432623.541666486,5.05751488134863,"Control",0.0961842431794722
"Nevada",2021,6,709096.874999912,4.02201744296272,"Control",0.0463085135143104
"New Hampshire",2021,6,290544.124999997,3.90302161504733,"Control",0.00738199706473308
"New Jersey",2021,6,2043373.54166671,4.33205178568562,"Control",-0.0101627043280716
"New Mexico",2021,6,461300.125000177,3.96271299514454,"Control",-0.0142324844531383
"New York",2021,6,4528991.91666715,4.08391102044869,"Control",-0.010039759189004
"North Carolina",2021,6,2394914.45833357,4.2753092764426,"Control",0.0340762396179626
"North Dakota",2021,6,170110.166666824,5.09081859696334,"Control",0.00805274187160165
"Ohio",2021,6,2570932.87499978,4.37817731822382,"Control",-0.0221665313335633
"Oklahoma",2021,6,897839.125000263,4.64671218242887,"Control",0.100620237639465
"Oregon",2021,6,960277.791666593,3.69788828900971,"Control",0.00240974101329305
"Pennsylvania",2021,6,2806665.49999984,4.10095182343626,"Control",-0.00237920827964455
"Rhode Island",2021,6,246652.500000029,3.81913826131862,"Control",0.0309094094075699
"South Carolina",2021,6,1144820.45833363,4.19629118699764,"Control",0.029984299147217
"South Dakota",2021,6,186889.500000486,5.4952257884864,"Control",0.087787603612453
"Tennessee",2021,6,1578838.24999983,4.36523500744979,"Control",0.0375405437636998
"Texas",2021,6,7069907.66666563,4.39609701644919,"Control",-0.0464723811362147
"Utah",2021,6,825140.291666723,5.10943416844181,"Control",0.0310871980685228
"Vermont",2021,6,137048.083333323,3.81617887152775,"Control",0.0956864253884806
"Virginia",2021,6,1954434.99999983,4.29535901680063,"Control",0.0452165056403473
"Washington",2021,6,1763852.33333351,4.08197436028711,"Control",-0.0680673446400144
"West Virginia",2021,6,368184.291666911,4.18540398077089,"Control",0.148431885517697
"Wisconsin",2021,6,1266971.16666658,4.3828937438332,"Control",0.0671039678055934
"Wyoming",2021,6,123166.874999877,4.3518194319742,"Control",-0.0931456321717565
"Alabama",2021,7,1137046.33333243,4.5327968165508,"Control",0.0448154874784503
"Alaska",2021,7,159822.666666848,5.38722083642094,"Control",0.0600703392427722
"Arizona",2021,7,1607065.99999975,4.29851667573148,"Control",0.112187585086225
"Arkansas",2021,7,672157.99999974,4.73251824719966,"Control",0.0367908645322492
"California",2021,7,9150518.99999891,3.98163208010435,"Control",-0.0467302433301473
"Colorado",2021,7,1363645.66666635,4.1103052919182,"Control",-0.0173398546071617
