"State","Month","Year","Abortions","Population","AbortionsPerThousandWomen"
"South Dakota","Jun",2023,0,193309.500004476,0
"Tennessee","Jun",2023,0,1606368.24999861,0
"Texas","Jun",2023,0,7283811.66665888,0
"West Virginia","Jun",2023,0,364289.291669215,0
"Wisconsin","Jun",2023,0,1265759.16666621,0
"Alabama","Jul",2023,0,1145695.33332946,0
"Arkansas","Jul",2023,0,680848.999998483,0
"Idaho","Jul",2023,0,448191.666668368,0
"Kentucky","Jul",2023,0,984576.666666016,0
"Louisiana","Jul",2023,0,1033045.33333522,0
"Mississippi","Jul",2023,0,664463.666667331,0
"Missouri","Jul",2023,0,1369961.3333317,0
"North Dakota","Jul",2023,0,172222.666668252,0
"Oklahoma","Jul",2023,0,918227.666668492,0
"South Dakota","Jul",2023,0,193577.000004642,0
"Tennessee","Jul",2023,0,1607515.33333189,0
"Texas","Jul",2023,0,7292724.33332526,0
"West Virginia","Jul",2023,0,364127.000002645,0
"Wisconsin","Jul",2023,0,1265708.6666662,0
"Alabama","Aug",2023,0,1146055.70832933,0
"Arkansas","Aug",2023,0,681211.12499843,0
"Idaho","Aug",2023,0,449111.083335096,0
"Kentucky","Aug",2023,0,984485.666665994,0
"Louisiana","Aug",2023,0,1032352.87500195,0
"Mississippi","Aug",2023,0,664282.625000689,0
"Missouri","Aug",2023,0,1370275.74999831,0
"North Dakota","Aug",2023,0,172307.166668309,0
"Oklahoma","Aug",2023,0,919043.20833522,0
"South Dakota","Aug",2023,0,193844.500004808,0
"Tennessee","Aug",2023,0,1608662.41666517,0
"Texas","Aug",2023,0,7301636.99999163,0
"West Virginia","Aug",2023,0,363964.708336074,0
"Wisconsin","Aug",2023,0,1265658.16666618,0
"Alabama","Sep",2023,0,1146416.08332921,0
"Arkansas","Sep",2023,0,681573.249998378,0
"Idaho","Sep",2023,0,450030.500001826,0
"Kentucky","Sep",2023,0,984394.666665973,0
"Louisiana","Sep",2023,0,1031660.41666867,0
"Mississippi","Sep",2023,0,664101.583334045,0
"Missouri","Sep",2023,0,1370590.16666492,0
"North Dakota","Sep",2023,0,172391.666668366,0
"Oklahoma","Sep",2023,0,919858.750001951,0
"South Dakota","Sep",2023,0,194112.000004975,0
"Tennessee","Sep",2023,0,1609809.49999846,0
"Texas","Sep",2023,0,7310549.66665803,0
"West Virginia","Sep",2023,0,363802.416669503,0
"Wisconsin","Sep",2023,0,1265607.66666617,0
"Alabama","Oct",2023,0,1146776.45832909,0
"Arkansas","Oct",2023,0,681935.374998326,0
"Idaho","Oct",2023,0,450949.916668554,0
"Kentucky","Oct",2023,0,984303.666665951,0
"Louisiana","Oct",2023,0,1030967.9583354,0
"Mississippi","Oct",2023,0,663920.541667403,0
"Missouri","Oct",2023,0,1370904.58333152,0
"North Dakota","Oct",2023,0,172476.166668423,0
"Oklahoma","Oct",2023,0,920674.29166868,0
"South Dakota","Oct",2023,0,194379.500005141,0
"Tennessee","Oct",2023,0,1610956.58333174,0
"Texas","Oct",2023,0,7319462.33332441,0
"West Virginia","Oct",2023,0,363640.125002933,0
"Alabama","Nov",2023,0,1147136.83332896,0
"Arkansas","Nov",2023,0,682297.499998273,0
"Idaho","Nov",2023,0,451869.333335282,0
"Kentucky","Nov",2023,0,984212.66666593,0
"Louisiana","Nov",2023,0,1030275.50000213,0
"Mississippi","Nov",2023,0,663739.50000076,0
"Missouri","Nov",2023,0,1371218.99999813,0
"North Dakota","Nov",2023,0,172560.66666848,0
"Oklahoma","Nov",2023,0,921489.833335408,0
"South Dakota","Nov",2023,0,194647.000005307,0
"Tennessee","Nov",2023,0,1612103.66666502,0
"Texas","Nov",2023,0,7328374.99999079,0
"West Virginia","Nov",2023,0,363477.833336362,0
"Alabama","Dec",2023,0,1147497.20832884,0
"Arkansas","Dec",2023,0,682659.624998221,0
"Idaho","Dec",2023,0,452788.750002012,0
"Kentucky","Dec",2023,0,984121.666665909,0
"Louisiana","Dec",2023,0,1029583.04166886,0
"Mississippi","Dec",2023,0,663558.458334116,0
"Missouri","Dec",2023,0,1371533.41666474,0
"North Dakota","Dec",2023,0,172645.166668537,0
"Oklahoma","Dec",2023,0,922305.375002139,0
"South Dakota","Dec",2023,0,194914.500005474,0
"Tennessee","Dec",2023,0,1613250.74999831,0
"Texas","Dec",2023,0,7337287.66665719,0
"West Virginia","Dec",2023,0,363315.541669791,0
